Ano de eleição,Município,UF,Região,Nome candidato,Votos válidos,Votos nominais,Estado_Municipio,Código SUS,Cobertura Vacinal 2015,Cobertura Vacinal 2016,Cobertura Vacinal 2017,Cobertura Vacinal 2018,Cobertura Vacinal 2019,Cobertura Vacinal 2020,Cobertura Vacinal 2021,Cobertura Vacinal 2022
2018,MACATUBA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,9043,7084,SP-MACATUBA,352800,85.39,98.62,42.2,32.16,27.08,23.44,78.11,71.0
2018,MACAUBAL,SP,SUDESTE,JAIR MESSIAS BOLSONARO,4015,3119,SP-MACAUBAL,352810,70.0,123.94,97.18,106.49,111.11,91.67,56.96,177.27
2018,MACEDONIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2043,1437,SP-MACEDONIA,352820,96.15,140.91,77.27,97.3,187.5,125.0,89.74,161.11
2018,MAGDA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1862,1282,SP-MAGDA,352830,94.74,46.15,33.33,103.23,103.45,55.17,48.28,190.0
2018,MAIRINQUE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,24605,17565,SP-MAIRINQUE,352840,35.14,26.64,65.38,45.28,46.28,10.12,20.15,87.75
2018,MAIRIPORA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,41026,30283,SP-MAIRIPORA,352850,75.15,18.25,12.25,3.01,22.71,37.82,54.51,72.93
2018,MANDURI,SP,SUDESTE,JAIR MESSIAS BOLSONARO,4885,3680,SP-MANDURI,352860,66.67,124.72,138.2,129.03,75.23,34.86,28.7,66.3
2018,MARABA PAULISTA,SP,SUDESTE,FERNANDO HADDAD,2031,1057,SP-MARABA PAULISTA,352870,112.12,165.71,182.86,191.43,134.21,97.37,15.38,68.42
2018,MARACAI,SP,SUDESTE,JAIR MESSIAS BOLSONARO,7666,5548,SP-MARACAI,352880,112.1,70.11,64.67,138.73,109.43,90.57,79.86,69.05
2018,MARAPOAMA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1861,1587,SP-MARAPOAMA,352885,119.23,3.33,10.0,66.67,107.41,122.22,100.0,89.19
2018,MARINOPOLIS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1268,772,SP-MARINOPOLIS,352910,114.29,8.33,54.17,133.33,92.31,123.08,92.86,133.33
2018,MARIAPOLIS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2054,1275,SP-MARIAPOLIS,352890,58.54,34.78,84.78,97.37,120.0,102.86,153.49,240.62
2018,MARTINOPOLIS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,12330,8734,SP-MARTINOPOLIS,352920,98.31,101.64,89.14,116.67,97.08,36.13,28.94,83.75
2018,MARILIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,117660,94124,SP-MARILIA,352900,85.32,71.63,101.51,92.47,82.76,91.12,88.99,100.92
2018,MATAO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,43149,30373,SP-MATAO,352930,137.61,98.66,125.12,111.09,90.03,118.26,101.59,98.17
2018,MAUA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,207327,128689,SP-MAUA,352940,112.76,133.1,117.44,109.97,53.27,70.08,76.25,78.08
2018,MENDONCA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3074,2121,SP-MENDONCA,352950,35.29,16.95,20.34,61.54,98.7,89.61,86.59,146.58
2018,MERIDIANO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2310,1576,SP-MERIDIANO,352960,137.5,45.83,75.0,87.88,68.0,86.0,91.43,123.91
2018,MESOPOLIS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1160,713,SP-MESOPOLIS,352965,100.0,218.18,113.64,100.0,100.0,48.15,59.38,126.32
2018,MIGUELOPOLIS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,9614,5545,SP-MIGUELOPOLIS,352970,133.83,89.49,108.33,118.55,74.72,42.38,33.33,68.94
2018,MINEIROS DO TIETE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,6183,5035,SP-MINEIROS DO TIETE,352980,95.45,72.97,90.54,129.41,119.4,77.61,54.25,103.36
2018,MIRA ESTRELA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1679,1110,SP-MIRA ESTRELA,353000,108.7,70.27,72.97,146.67,76.67,63.33,88.46,150.0
2018,MIRACATU,SP,SUDESTE,JAIR MESSIAS BOLSONARO,9859,6585,SP-MIRACATU,352990,110.25,91.08,89.81,76.8,96.66,79.93,65.8,76.75
2018,MIRANDOPOLIS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,12734,10035,SP-MIRANDOPOLIS,353010,87.12,87.22,91.37,115.9,75.84,70.26,79.5,76.52
2018,MIRANTE DO PARANAPANEMA,SP,SUDESTE,FERNANDO HADDAD,8521,4574,SP-MIRANTE DO PARANAPANEMA,353020,81.5,54.93,83.57,97.22,91.11,37.22,84.48,128.22
2018,MIRASSOL,SP,SUDESTE,JAIR MESSIAS BOLSONARO,28850,22447,SP-MIRASSOL,353030,65.22,46.59,50.92,90.83,95.84,82.83,75.96,69.55
2018,MIRASSOLANDIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2467,1847,SP-MIRASSOLANDIA,353040,16.98,4.88,7.32,52.0,108.77,75.44,106.45,138.78
2018,MOCOCA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,32304,24341,SP-MOCOCA,353050,98.89,89.89,128.11,109.72,108.45,93.66,81.73,110.13
2018,MOGI DAS CRUZES,SP,SUDESTE,JAIR MESSIAS BOLSONARO,210320,149953,SP-MOGI DAS CRUZES,353060,153.78,143.24,98.87,100.66,95.26,92.36,83.74,82.75
2018,MOGI GUACU,SP,SUDESTE,JAIR MESSIAS BOLSONARO,78373,64012,SP-MOGI GUACU,353070,111.91,63.51,91.83,96.33,86.29,81.21,68.13,83.72
2018,MOGI MIRIM,SP,SUDESTE,JAIR MESSIAS BOLSONARO,46409,37986,SP-MOGI MIRIM,353080,96.02,90.32,82.78,90.17,86.68,72.12,76.7,81.99
2018,MOMBUCA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2296,1788,SP-MOMBUCA,353090,6.35,23.91,10.87,69.39,81.63,6.12,66.0,94.92
2018,MONGAGUA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,27083,18364,SP-MONGAGUA,353110,21.98,8.0,11.85,87.54,87.06,99.02,87.5,84.93
2018,MONTE ALEGRE DO SUL,SP,SUDESTE,JAIR MESSIAS BOLSONARO,4213,3389,SP-MONTE ALEGRE DO SUL,353120,92.11,82.19,119.18,103.7,122.22,56.79,66.28,103.45
2018,MONTE ALTO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,24589,19985,SP-MONTE ALTO,353130,70.11,44.31,85.99,103.47,103.89,58.9,80.0,96.79
2018,MONTE APRAZIVEL,SP,SUDESTE,JAIR MESSIAS BOLSONARO,11487,8523,SP-MONTE APRAZIVEL,353140,43.46,25.1,23.53,62.87,99.56,108.77,89.63,122.22
2018,MONTE AZUL PAULISTA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,9671,7408,SP-MONTE AZUL PAULISTA,353150,105.14,93.97,108.62,102.88,84.35,96.52,94.47,92.5
2018,MONTE CASTELO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2392,1439,SP-MONTE CASTELO,353160,102.0,89.83,69.49,107.69,151.28,89.74,59.65,84.21
2018,MONTE MOR,SP,SUDESTE,JAIR MESSIAS BOLSONARO,26901,17676,SP-MONTE MOR,353180,106.06,96.32,103.14,86.92,92.66,71.49,70.33,86.64
2018,MONTEIRO LOBATO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2505,1661,SP-MONTEIRO LOBATO,353170,114.29,38.18,80.0,191.3,94.29,25.71,11.76,4.88
2018,MONCOES,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1339,900,SP-MONCOES,353100,56.67,34.48,34.48,175.0,82.76,44.83,52.38,137.5
2018,MORRO AGUDO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,13287,9198,SP-MORRO AGUDO,353190,93.27,94.74,99.5,93.89,101.87,87.43,77.43,90.26
2018,MORUNGABA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,7451,6096,SP-MORUNGABA,353200,121.48,145.9,114.75,92.31,98.03,100.0,90.38,102.44
2018,MOTUCA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2407,1426,SP-MOTUCA,353205,3.92,0.0,72.55,78.12,106.12,36.73,0.0,74.36
2018,MURUTINGA DO SUL,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2343,1652,SP-MURUTINGA DO SUL,353210,107.69,20.41,100.0,156.0,63.64,50.0,129.63,200.0
2018,NANTES,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1592,924,SP-NANTES,353215,130.3,228.95,115.79,85.0,67.35,46.94,48.72,115.38
2018,NARANDIBA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2865,1601,SP-NARANDIBA,353220,131.08,97.83,61.96,88.75,146.3,129.63,113.75,131.51
2018,NATIVIDADE DA SERRA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3737,2786,SP-NATIVIDADE DA SERRA,353230,76.56,73.13,129.85,198.28,63.41,34.15,36.36,103.77
2018,NAZARE PAULISTA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,8841,6753,SP-NAZARE PAULISTA,353240,56.85,60.31,85.21,159.9,144.65,81.4,75.78,110.1
2018,NEVES PAULISTA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,5058,3699,SP-NEVES PAULISTA,353250,21.69,58.54,85.37,95.65,115.22,94.57,90.8,89.66
2018,NHANDEARA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,5488,4335,SP-NHANDEARA,353260,161.47,50.88,42.98,113.19,86.41,87.38,90.14,124.73
2018,NIPOA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2470,1557,SP-NIPOA,353270,41.27,15.94,76.81,57.53,69.51,68.29,126.32,128.33
2018,NOVA ALIANCA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3479,2598,SP-NOVA ALIANCA,353280,21.33,6.45,3.23,65.75,92.13,98.88,97.75,138.55
2018,NOVA CAMPINA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,4837,2877,SP-NOVA CAMPINA,353282,0.0,0.0,13.57,71.81,100.0,43.17,4.93,102.46
2018,NOVA CANAA PAULISTA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1276,750,SP-NOVA CANAA PAULISTA,353284,0.0,143.75,125.0,131.25,90.91,145.45,77.78,164.29
2018,NOVA CASTILHO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,847,641,SP-NOVA CASTILHO,353286,93.75,16.67,83.33,56.52,46.15,46.15,57.14,133.33
2018,NOVA EUROPA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,5004,2740,SP-NOVA EUROPA,353290,68.59,99.24,123.48,109.92,80.83,72.5,57.89,72.18
2018,NOVA GRANADA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,9797,6394,SP-NOVA GRANADA,353300,68.98,6.36,10.95,58.33,96.46,78.35,83.53,115.79
2018,NOVA GUATAPORANGA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1341,744,SP-NOVA GUATAPORANGA,353310,47.83,5.88,14.71,147.83,125.0,108.33,23.08,65.52
2018,NOVA INDEPENDENCIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2071,1285,SP-NOVA INDEPENDENCIA,353320,120.93,201.92,226.92,224.44,115.62,79.69,66.67,172.34
2018,NOVA LUZITANIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1957,1200,SP-NOVA LUZITANIA,353330,65.38,165.12,83.72,105.13,114.29,92.86,43.48,73.68
2018,NOVA ODESSA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,32366,23989,SP-NOVA ODESSA,353340,64.96,46.04,49.04,58.17,67.3,65.94,73.58,67.95
2018,NOVAIS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2478,1749,SP-NOVAIS,353325,55.74,61.67,20.0,47.06,76.39,84.72,93.1,115.79
2018,NOVO HORIZONTE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,19886,15451,SP-NOVO HORIZONTE,353350,119.31,71.01,28.57,94.19,96.85,82.09,84.29,93.01
2018,NUPORANGA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3962,3045,SP-NUPORANGA,353360,116.67,91.76,154.12,185.14,160.98,79.27,163.86,94.19
2018,OCAUCU,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2253,1374,SP-OCAUCU,353370,64.38,143.75,141.67,91.18,94.37,83.1,87.32,168.97
2018,OLIMPIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,27094,20672,SP-OLIMPIA,353390,96.18,80.21,79.77,101.56,99.55,85.35,74.64,88.39
2018,ONDA VERDE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2513,1721,SP-ONDA VERDE,353400,44.44,12.5,1.79,52.54,103.12,85.94,85.51,91.07
2018,ORIENTE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3524,2601,SP-ORIENTE,353410,100.0,100.0,75.32,89.19,86.67,78.67,97.01,145.71
2018,ORINDIUVA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3162,1902,SP-ORINDIUVA,353420,0.0,0.0,2.38,67.8,88.89,87.65,86.59,175.0
2018,ORLANDIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,20272,15111,SP-ORLANDIA,353430,100.76,86.26,93.74,94.79,100.0,92.54,80.8,96.49
2018,OSASCO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,389572,245969,SP-OSASCO,353440,86.27,70.68,91.33,126.95,72.34,92.51,99.39,73.26
2018,OSCAR BRESSANE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1829,1443,SP-OSCAR BRESSANE,353450,192.86,121.05,147.37,143.48,66.67,62.96,94.44,76.47
2018,OSVALDO CRUZ,SP,SUDESTE,JAIR MESSIAS BOLSONARO,15960,13016,SP-OSVALDO CRUZ,353460,85.59,86.98,92.31,100.95,86.89,114.94,97.97,104.98
2018,OURINHOS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,52707,39357,SP-OURINHOS,353470,127.7,106.19,137.51,106.57,92.02,83.09,80.34,94.95
2018,OURO VERDE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,4151,2244,SP-OURO VERDE,353480,91.18,75.22,62.83,108.24,166.33,12.24,33.01,82.29
2018,OUROESTE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,4934,3122,SP-OUROESTE,353475,92.92,53.03,65.91,119.33,135.43,61.42,39.6,92.86
2018,PACAEMBU,SP,SUDESTE,JAIR MESSIAS BOLSONARO,5645,4286,SP-PACAEMBU,353490,70.49,74.34,87.61,86.36,103.7,77.78,60.19,59.63
2018,PALESTINA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,6049,4109,SP-PALESTINA,353500,16.15,2.26,6.02,59.82,77.86,87.14,106.5,104.44
2018,PALMARES PAULISTA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,5111,3332,SP-PALMARES PAULISTA,353510,43.28,7.59,29.66,55.2,72.14,97.14,109.71,68.84
2018,PALMEIRA D'OESTE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,5104,3406,SP-PALMEIRA D'OESTE,353520,112.33,115.48,96.43,105.75,79.31,110.34,127.42,86.17
2018,PALMITAL,SP,SUDESTE,JAIR MESSIAS BOLSONARO,11538,8520,SP-PALMITAL,353530,102.16,85.38,100.38,125.94,92.34,81.61,88.6,90.19
2018,PANORAMA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,6856,4670,SP-PANORAMA,353540,109.54,192.34,73.79,69.8,84.38,62.5,79.43,101.69
2018,PARAGUACU PAULISTA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,20856,14579,SP-PARAGUACU PAULISTA,353550,63.64,89.29,119.73,106.73,84.49,90.05,95.9,96.76
2018,PARAIBUNA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,9372,6189,SP-PARAIBUNA,353560,80.98,2.87,33.97,31.6,67.45,7.55,2.81,97.44
2018,PARANAPANEMA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,9279,5898,SP-PARANAPANEMA,353580,87.23,76.53,94.22,91.6,77.42,14.19,18.5,103.8
2018,PARANAPUA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2204,1506,SP-PARANAPUA,353590,71.7,57.89,142.11,112.5,76.12,62.69,100.0,80.39
2018,PARAPUA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,5541,4079,SP-PARAPUA,353600,100.0,57.38,100.82,100.0,108.6,93.55,94.85,114.43
2018,PARAISO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3272,2507,SP-PARAISO,353570,53.73,8.0,6.0,59.68,82.05,103.85,128.57,239.62
2018,PARDINHO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3686,2681,SP-PARDINHO,353610,117.86,122.45,85.71,77.14,108.7,22.83,53.27,110.26
2018,PARIQUERA-ACU,SP,SUDESTE,JAIR MESSIAS BOLSONARO,9511,7104,SP-PARIQUERA-ACU,353620,118.94,217.81,510.94,655.76,380.26,34.3,47.48,120.21
2018,PARISI,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1706,1295,SP-PARISI,353625,8.33,19.05,23.81,95.35,64.1,64.1,78.12,196.55
2018,PATROCINIO PAULISTA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,7233,5293,SP-PATROCINIO PAULISTA,353630,79.83,68.3,104.02,102.79,88.78,52.68,89.06,59.55
2018,PAULICEIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3796,2614,SP-PAULICEIA,353640,99.05,107.69,102.56,80.95,100.0,91.23,91.67,102.0
2018,PAULISTANIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1198,917,SP-PAULISTANIA,353657,16.67,32.0,28.0,40.91,78.57,92.86,95.83,146.43
2018,PAULO DE FARIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,4084,2439,SP-PAULO DE FARIA,353660,29.81,11.11,13.89,62.22,87.65,106.17,91.89,109.68
2018,PAULINIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,51986,37123,SP-PAULINIA,353650,102.8,95.89,98.7,103.54,84.15,98.1,83.62,90.73
2018,PEDERNEIRAS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,22518,17622,SP-PEDERNEIRAS,353670,61.02,57.04,32.63,66.25,88.89,38.61,84.28,119.88
2018,PEDRA BELA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3374,2405,SP-PEDRA BELA,353680,10.14,25.4,9.52,73.13,107.35,83.82,78.75,62.67
2018,PEDRANOPOLIS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1427,900,SP-PEDRANOPOLIS,353690,6.9,88.24,100.0,236.84,121.43,121.43,133.33,218.75
2018,PEDREGULHO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,7867,4262,SP-PEDREGULHO,353700,152.66,44.8,123.98,100.99,90.74,63.43,50.72,78.95
2018,PEDREIRA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,23240,19185,SP-PEDREIRA,353710,102.88,94.87,99.01,105.7,97.92,95.84,87.09,98.4
2018,PEDRINHAS PAULISTA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1987,1475,SP-PEDRINHAS PAULISTA,353715,52.17,76.92,46.15,152.17,88.24,85.29,67.74,148.39
2018,PEDRO DE TOLEDO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,4644,3060,SP-PEDRO DE TOLEDO,353720,13.6,14.17,23.33,84.8,97.46,86.44,69.44,107.69
2018,PENAPOLIS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,30070,22610,SP-PENAPOLIS,353730,103.49,159.58,194.39,175.06,102.75,79.28,76.18,110.83
2018,PEREIRA BARRETO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,12599,8684,SP-PEREIRA BARRETO,353740,79.94,84.78,90.99,110.26,85.82,68.2,72.94,76.13
2018,PEREIRAS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,4231,3174,SP-PEREIRAS,353750,94.2,122.92,114.58,101.68,98.1,89.52,69.47,121.74
2018,PERUIBE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,33531,23235,SP-PERUIBE,353760,11.59,7.05,62.93,116.32,122.22,90.94,69.93,56.6
2018,PIACATU,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3396,2466,SP-PIACATU,353770,63.64,167.21,147.54,89.23,80.95,61.9,69.49,106.12
2018,PIEDADE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,27525,20074,SP-PIEDADE,353780,73.44,77.19,91.93,43.02,61.01,61.97,66.13,79.46
2018,PILAR DO SUL,SP,SUDESTE,JAIR MESSIAS BOLSONARO,14876,11439,SP-PILAR DO SUL,353790,81.91,53.93,66.07,87.82,99.23,94.07,93.72,92.31
2018,PINDAMONHANGABA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,76579,60525,SP-PINDAMONHANGABA,353800,110.85,103.85,108.77,106.39,98.12,96.16,98.83,121.85
2018,PINDORAMA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,7773,5915,SP-PINDORAMA,353810,28.4,4.17,6.25,65.56,81.76,87.42,96.15,102.05
2018,PINHALZINHO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,6825,5461,SP-PINHALZINHO,353820,21.38,25.0,12.18,62.68,109.33,105.33,75.58,86.39
2018,PIQUEROBI,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2005,1154,SP-PIQUEROBI,353830,85.37,19.44,63.89,189.47,100.0,111.54,139.29,36.67
2018,PIQUETE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,6894,5482,SP-PIQUETE,353850,38.62,15.38,17.75,46.62,31.82,44.16,78.46,79.69
2018,PIRACAIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,14503,11625,SP-PIRACAIA,353860,38.34,88.67,32.67,75.9,80.55,79.18,86.02,99.05
2018,PIRACICABA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,201268,158008,SP-PIRACICABA,353870,124.42,113.86,116.2,126.16,105.31,111.88,113.35,116.87
2018,PIRAJU,SP,SUDESTE,JAIR MESSIAS BOLSONARO,14960,11080,SP-PIRAJU,353880,131.25,96.71,94.68,70.32,73.96,87.24,84.73,109.17
2018,PIRAJUI,SP,SUDESTE,JAIR MESSIAS BOLSONARO,10181,7875,SP-PIRAJUI,353890,58.09,95.82,51.88,53.46,95.24,65.93,61.89,72.17
2018,PIRANGI,SP,SUDESTE,JAIR MESSIAS BOLSONARO,5449,4320,SP-PIRANGI,353900,99.04,44.72,55.28,122.43,106.2,87.6,73.38,187.85
2018,PIRAPORA DO BOM JESUS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,8240,4938,SP-PIRAPORA DO BOM JESUS,353910,31.15,11.81,88.19,22.57,65.66,62.26,79.07,141.76
2018,PIRAPOZINHO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,13445,9312,SP-PIRAPOZINHO,353920,99.07,132.34,145.21,113.8,102.68,37.8,24.77,96.58
2018,PIRASSUNUNGA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,39309,32142,SP-PIRASSUNUNGA,353930,111.32,112.83,134.57,120.78,118.24,94.87,85.48,88.08
2018,PIRATININGA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,6453,5001,SP-PIRATININGA,353940,4.3,70.83,91.07,100.56,95.85,89.12,78.92,145.36
2018,PITANGUEIRAS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,16726,11391,SP-PITANGUEIRAS,353950,109.74,80.48,92.15,85.91,88.63,84.21,79.41,87.03
2018,PLANALTO,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2820,1693,SP-PLANALTO,353960,48.39,10.13,30.38,71.23,55.06,61.8,129.41,62.71
2018,PLATINA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1863,1299,SP-PLATINA,353970,26.47,9.8,35.29,168.42,80.43,82.61,63.64,72.5
2018,POLONI,SP,SUDESTE,JAIR MESSIAS BOLSONARO,3047,2275,SP-POLONI,353990,45.45,13.04,31.88,89.29,98.41,107.94,96.97,125.0
2018,POMPEIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,11466,9331,SP-POMPEIA,354000,94.66,91.76,80.39,68.36,70.0,70.38,77.23,46.61
2018,PONGAI,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2184,1723,SP-PONGAI,354010,132.14,120.0,91.43,128.57,103.23,100.0,64.29,94.29
2018,PONTAL,SP,SUDESTE,JAIR MESSIAS BOLSONARO,17868,12077,SP-PONTAL,354020,106.61,88.34,112.16,116.83,75.54,90.89,85.19,90.68
2018,PONTALINDA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2099,1210,SP-PONTALINDA,354025,92.73,59.09,84.85,118.92,96.43,94.64,92.31,47.37
2018,PONTES GESTAL,SP,SUDESTE,JAIR MESSIAS BOLSONARO,1710,1133,SP-PONTES GESTAL,354030,2.94,6.67,6.67,127.78,90.0,70.0,77.42,183.33
2018,POPULINA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2436,1301,SP-POPULINA,354040,102.0,120.93,144.19,135.0,146.51,60.47,53.19,58.54
2018,PORANGABA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,4252,3143,SP-PORANGABA,354050,83.54,78.75,105.0,89.8,95.24,102.38,64.89,94.32
2018,PORTO FELIZ,SP,SUDESTE,JAIR MESSIAS BOLSONARO,27830,22178,SP-PORTO FELIZ,354060,98.57,83.78,158.6,108.36,78.62,84.44,73.21,101.17
2018,PORTO FERREIRA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,27797,22295,SP-PORTO FERREIRA,354070,93.53,94.39,83.49,92.82,70.18,25.36,64.6,88.68
2018,POTIM,SP,SUDESTE,JAIR MESSIAS BOLSONARO,8573,6404,SP-POTIM,354075,14.53,17.98,62.55,88.32,32.94,78.97,113.85,147.89
2018,POTIRENDABA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,8651,6553,SP-POTIRENDABA,354080,32.34,25.45,10.91,46.28,97.24,96.77,90.39,119.81
2018,POA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,63440,40969,SP-POA,353980,46.49,24.74,46.56,50.99,58.85,48.24,41.41,94.51
2018,PRACINHA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,903,578,SP-PRACINHA,354085,92.31,38.1,76.19,69.23,80.0,93.33,142.86,266.67
2018,PRADOPOLIS,SP,SUDESTE,JAIR MESSIAS BOLSONARO,8986,6276,SP-PRADOPOLIS,354090,73.73,99.56,124.34,108.65,84.58,34.36,16.59,83.59
2018,PRAIA GRANDE,SP,SUDESTE,JAIR MESSIAS BOLSONARO,141745,102534,SP-PRAIA GRANDE,354100,93.69,88.86,83.97,84.98,58.85,31.75,30.32,33.47
2018,PRATANIA,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2892,1903,SP-PRATANIA,354105,108.7,107.69,94.51,77.78,106.17,111.11,108.75,130.26
2018,PRESIDENTE ALVES,SP,SUDESTE,JAIR MESSIAS BOLSONARO,2382,1733,SP-PRESIDENTE ALVES,354110,30.19,23.64,7.27,46.15,75.56,88.89,88.57,57.78
2018,PRESIDENTE BERNARDES,SP,SUDESTE,JAIR MESSIAS BOLSONARO,7353,5072,SP-PRESIDENTE BERNARDES,354120,110.53,86.86,93.43,119.13,78.03,46.97,64.29,107.27
