Nome Município,Código,2015,2016,2017,2018,2019,2020,2021,2022,Estado,Estado_Municipio
SANTA LUZIA,251340,51.46,40.37,34.86,62.71,80.0,59.49,49.72,81.58,PB,PB-SANTA LUZIA
SANTANA DE MANGUEIRA,251350,60.0,56.67,48.33,68.75,70.49,54.1,34.92,51.61,PB,PB-SANTANA DE MANGUEIRA
SANTANA DOS GARROTES,251360,71.23,20.51,17.95,7.14,0.0,19.23,12.16,94.12,PB,PB-SANTANA DOS GARROTES
JOCA CLAUDINO,251365,40.62,157.14,104.76,25.0,0.0,11.54,9.09,78.57,PB,PB-JOCA CLAUDINO
SANTA RITA,251370,136.75,175.91,189.97,109.92,120.72,8.71,55.44,97.82,PB,PB-SANTA RITA
SANTA TERESINHA,251380,59.09,7.5,8.75,15.71,9.09,10.91,4.11,79.66,PB,PB-SANTA TERESINHA
SANTO ANDRE,251385,74.07,76.92,57.69,91.3,67.74,103.23,78.26,91.3,PB,PB-SANTO ANDRE
SAO BENTO,251390,98.39,89.78,102.67,77.43,90.1,107.49,71.43,69.14,PB,PB-SAO BENTO
SAO BENTINHO,251392,41.51,0.0,16.0,4.76,0.0,2.04,5.45,95.35,PB,PB-SAO BENTINHO
SAO DOMINGOS DO CARIRI,251394,75.68,85.29,70.59,94.12,148.28,86.21,50.0,130.0,PB,PB-SAO DOMINGOS DO CARIRI
SAO DOMINGOS,251396,0.0,0.0,0.0,5.26,3.85,11.54,24.14,48.48,PB,PB-SAO DOMINGOS
SAO FRANCISCO,251398,96.08,114.63,95.12,50.0,66.67,61.9,35.56,91.11,PB,PB-SAO FRANCISCO
SAO JOAO DO CARIRI,251400,86.27,84.75,110.17,125.86,111.32,26.42,16.0,96.15,PB,PB-SAO JOAO DO CARIRI
SAO JOAO DO TIGRE,251410,26.92,100.0,86.0,92.98,113.04,58.7,47.89,87.93,PB,PB-SAO JOAO DO TIGRE
SAO JOSE DA LAGOA TAPADA,251420,125.29,104.49,126.97,137.08,81.32,47.25,59.72,65.88,PB,PB-SAO JOSE DA LAGOA TAPADA
SAO JOSE DE CAIANA,251430,91.43,91.14,86.08,77.27,75.61,58.54,95.06,105.56,PB,PB-SAO JOSE DE CAIANA
SAO JOSE DE ESPINHARAS,251440,17.86,17.39,21.74,6.0,2.0,4.0,18.18,86.05,PB,PB-SAO JOSE DE ESPINHARAS
SAO JOSE DOS RAMOS,251445,29.41,0.0,94.44,155.43,115.38,35.9,7.37,88.89,PB,PB-SAO JOSE DOS RAMOS
SAO JOSE DE PIRANHAS,251450,51.39,41.54,18.46,9.7,0.76,4.2,11.65,93.28,PB,PB-SAO JOSE DE PIRANHAS
SAO JOSE DE PRINCESA,251455,88.57,72.09,100.0,185.19,114.29,60.71,150.0,93.02,PB,PB-SAO JOSE DE PRINCESA
SAO JOSE DO BONFIM,251460,13.56,11.11,9.26,0.0,9.62,5.77,0.0,0.0,PB,PB-SAO JOSE DO BONFIM
SAO JOSE DO BREJO DO CRUZ,251465,108.7,105.0,105.0,25.0,29.17,20.83,18.18,44.0,PB,PB-SAO JOSE DO BREJO DO CRUZ
SAO JOSE DO SABUGI,251470,110.26,16.13,27.42,82.86,28.26,4.35,4.44,46.51,PB,PB-SAO JOSE DO SABUGI
SAO JOSE DOS CORDEIROS,251480,72.92,66.67,49.02,69.23,32.56,23.26,71.79,53.85,PB,PB-SAO JOSE DOS CORDEIROS
SAO MAMEDE,251490,40.86,26.0,25.0,30.38,37.23,15.96,14.14,66.35,PB,PB-SAO MAMEDE
SAO MIGUEL DE TAIPU,251500,46.67,15.48,30.95,56.52,36.73,65.31,45.54,129.06,PB,PB-SAO MIGUEL DE TAIPU
SAO SEBASTIAO DE LAGOA DE ROCA,251510,4.79,7.65,24.12,51.83,73.98,56.1,33.54,92.86,PB,PB-SAO SEBASTIAO DE LAGOA DE ROCA
SAO SEBASTIAO DO UMBUZEIRO,251520,88.64,90.2,90.2,106.0,125.93,66.67,65.91,125.58,PB,PB-SAO SEBASTIAO DO UMBUZEIRO
SAPE,251530,30.51,18.56,24.17,39.51,26.84,35.09,61.44,76.87,PB,PB-SAPE
SAO VICENTE DO SERIDO,251540,83.83,2.65,61.9,101.38,91.67,150.0,77.78,86.36,PB,PB-SAO VICENTE DO SERIDO
SERRA BRANCA,251550,131.47,115.53,118.01,112.5,73.42,39.87,35.98,130.16,PB,PB-SERRA BRANCA
SERRA DA RAIZ,251560,40.0,32.43,10.81,36.67,51.43,111.43,81.82,79.25,PB,PB-SERRA DA RAIZ
SERRA GRANDE,251570,130.0,92.68,85.37,80.0,91.49,104.26,76.92,62.75,PB,PB-SERRA GRANDE
SERRA REDONDA,251580,43.93,33.65,62.5,69.62,76.0,101.33,39.8,75.31,PB,PB-SERRA REDONDA
SERRARIA,251590,35.59,36.0,37.33,25.71,11.76,66.18,92.31,189.29,PB,PB-SERRARIA
SERTAOZINHO,251593,19.44,18.52,9.88,13.89,11.59,49.28,98.25,195.08,PB,PB-SERTAOZINHO
SOBRADO,251597,40.21,33.33,63.54,34.62,22.92,43.75,23.02,118.25,PB,PB-SOBRADO
SOLANEA,251600,76.02,98.42,85.22,87.69,79.23,74.36,35.73,95.65,PB,PB-SOLANEA
SOLEDADE,251610,68.61,48.72,70.51,82.84,82.54,79.37,29.63,77.07,PB,PB-SOLEDADE
SOSSEGO,251615,44.64,39.34,86.89,113.73,51.06,31.91,6.82,20.34,PB,PB-SOSSEGO
SOUSA,251620,128.4,112.27,81.7,137.37,127.92,8.01,16.9,36.05,PB,PB-SOUSA
SUME,251630,122.57,136.05,92.27,104.88,127.88,41.15,85.57,164.22,PB,PB-SUME
TACIMA,251640,45.19,87.91,71.43,104.49,52.69,47.31,54.84,57.28,PB,PB-TACIMA
TAPEROA,251650,153.52,52.22,110.84,140.21,92.09,59.07,70.3,91.51,PB,PB-TAPEROA
TAVARES,251660,28.12,16.67,47.22,46.81,26.06,50.53,108.07,134.76,PB,PB-TAVARES
TEIXEIRA,251670,30.81,13.55,15.42,2.4,15.72,10.04,10.83,74.09,PB,PB-TEIXEIRA
TENORIO,251675,73.81,18.37,22.45,21.43,75.68,67.57,39.47,43.9,PB,PB-TENORIO
TRIUNFO,251680,28.7,27.59,12.07,5.88,0.0,0.0,0.85,0.0,PB,PB-TRIUNFO
UIRAUNA,251690,66.13,53.59,72.93,21.76,7.56,36.05,81.37,81.38,PB,PB-UIRAUNA
UMBUZEIRO,251700,59.17,47.26,50.68,106.84,150.52,96.91,28.83,83.82,PB,PB-UMBUZEIRO
VARZEA,251710,62.86,0.0,2.86,17.24,20.0,12.0,22.22,81.48,PB,PB-VARZEA
VIEIROPOLIS,251720,104.44,100.0,93.88,72.88,75.0,0.0,13.73,45.0,PB,PB-VIEIROPOLIS
ZABELE,251740,87.5,62.79,93.02,143.75,150.0,100.0,108.82,141.18,PB,PB-ZABELE
ABREU E LIMA,260005,110.92,58.03,108.79,126.7,101.45,43.78,60.5,59.26,PE,PE-ABREU E LIMA
AFOGADOS DA INGAZEIRA,260010,216.61,262.02,185.45,233.97,488.31,485.25,406.66,453.37,PE,PE-AFOGADOS DA INGAZEIRA
AFRANIO,260020,70.13,69.51,69.84,65.14,71.92,100.0,138.58,186.17,PE,PE-AFRANIO
AGRESTINA,260030,79.01,58.43,62.64,67.18,75.74,94.97,135.08,137.86,PE,PE-AGRESTINA
AGUA PRETA,260040,105.5,103.45,15.61,17.14,25.1,55.14,86.35,102.03,PE,PE-AGUA PRETA
AGUAS BELAS,260050,34.89,50.85,39.35,56.33,48.82,35.74,62.37,122.97,PE,PE-AGUAS BELAS
ALAGOINHA,260060,61.11,73.56,79.89,94.24,67.57,120.0,103.16,89.43,PE,PE-ALAGOINHA
ALIANCA,260070,74.91,44.19,26.02,90.15,80.19,80.57,90.58,121.08,PE,PE-ALIANCA
ALTINHO,260080,43.12,35.98,51.05,45.53,46.76,81.29,96.36,89.77,PE,PE-ALTINHO
AMARAJI,260090,77.94,76.26,80.42,115.11,109.87,72.04,69.35,118.38,PE,PE-AMARAJI
ANGELIM,260100,23.31,18.47,24.2,24.31,12.4,41.09,83.22,106.57,PE,PE-ANGELIM
ARACOIABA,260105,44.38,31.21,23.89,76.82,79.54,78.22,83.65,127.08,PE,PE-ARACOIABA
ARARIPINA,260110,105.54,86.93,136.56,185.97,150.63,107.59,109.8,130.17,PE,PE-ARARIPINA
ARCOVERDE,260120,190.55,204.84,106.74,124.48,99.83,98.62,90.06,131.62,PE,PE-ARCOVERDE
BARRA DE GUABIRABA,260130,67.78,43.11,46.71,52.03,74.71,59.2,52.53,96.89,PE,PE-BARRA DE GUABIRABA
BARREIROS,260140,55.59,45.54,32.04,38.14,74.64,64.96,88.96,89.92,PE,PE-BARREIROS
BELEM DE MARIA,260150,62.86,62.75,46.41,75.0,58.06,90.32,85.43,104.67,PE,PE-BELEM DE MARIA
BELEM DE SAO FRANCISCO,260160,41.99,49.29,89.24,81.6,96.13,86.45,79.93,122.9,PE,PE-BELEM DE SAO FRANCISCO
BELO JARDIM,260170,35.65,62.8,78.17,80.78,78.84,89.46,111.31,128.11,PE,PE-BELO JARDIM
BETANIA,260180,85.64,24.34,88.89,65.56,36.22,61.62,46.71,69.1,PE,PE-BETANIA
BEZERROS,260190,79.66,50.13,66.4,126.59,86.01,76.86,83.14,62.55,PE,PE-BEZERROS
BODOCO,260200,55.91,60.28,84.03,66.97,81.07,99.59,84.81,111.09,PE,PE-BODOCO
BOM CONSELHO,260210,79.06,65.92,67.72,60.61,37.83,58.26,83.25,183.22,PE,PE-BOM CONSELHO
BOM JARDIM,260220,60.76,38.0,72.86,98.21,76.14,78.63,93.63,101.68,PE,PE-BOM JARDIM
BONITO,260230,65.24,77.67,47.78,70.88,57.42,86.44,101.51,105.01,PE,PE-BONITO
BREJAO,260240,24.58,73.18,31.84,27.1,17.61,25.0,40.94,122.99,PE,PE-BREJAO
BREJINHO,260250,25.6,47.32,75.0,145.12,46.99,50.6,38.39,117.65,PE,PE-BREJINHO
BREJO DA MADRE DE DEUS,260260,46.77,36.18,45.3,64.91,73.52,103.7,77.35,64.63,PE,PE-BREJO DA MADRE DE DEUS
BUENOS AIRES,260270,52.38,37.84,34.05,98.29,91.95,85.63,93.05,75.84,PE,PE-BUENOS AIRES
BUIQUE,260280,64.32,11.05,83.6,107.67,91.26,85.55,89.76,159.32,PE,PE-BUIQUE
CABO DE SANTO AGOSTINHO,260290,87.16,79.13,57.44,92.14,73.79,52.96,63.69,68.79,PE,PE-CABO DE SANTO AGOSTINHO
CABROBO,260300,82.76,57.29,85.94,95.7,87.01,90.4,102.16,138.96,PE,PE-CABROBO
CACHOEIRINHA,260310,38.97,45.92,49.36,31.0,32.22,69.26,124.36,144.69,PE,PE-CACHOEIRINHA
CAETES,260320,113.38,105.84,113.14,91.25,71.97,68.39,75.51,105.56,PE,PE-CAETES
CALCADO,260330,42.86,50.7,23.94,24.49,29.41,38.97,51.16,104.1,PE,PE-CALCADO
CALUMBI,260340,8.91,12.05,100.0,25.84,25.23,74.77,41.56,171.01,PE,PE-CALUMBI
CAMARAGIBE,260345,51.15,74.86,41.14,67.31,47.03,46.85,54.89,63.54,PE,PE-CAMARAGIBE
CAMOCIM DE SAO FELIX,260350,30.0,32.84,38.81,42.41,54.42,91.59,80.65,120.63,PE,PE-CAMOCIM DE SAO FELIX
CAMUTANGA,260360,84.31,51.91,23.66,98.11,87.61,74.34,78.51,100.0,PE,PE-CAMUTANGA
CANHOTINHO,260370,52.62,94.59,90.54,79.48,66.67,78.06,72.21,48.53,PE,PE-CANHOTINHO
CAPOEIRAS,260380,44.37,5.21,21.88,45.45,43.59,68.8,73.82,119.11,PE,PE-CAPOEIRAS
CARNAIBA,260390,28.09,63.73,61.97,103.11,35.69,36.06,72.38,111.15,PE,PE-CARNAIBA
CARNAUBEIRA DA PENHA,260392,117.01,114.19,78.55,67.03,65.17,59.18,49.0,41.67,PE,PE-CARNAUBEIRA DA PENHA
CARPINA,260400,58.15,33.03,42.47,90.2,87.97,62.72,83.1,87.26,PE,PE-CARPINA
CARUARU,260410,196.99,154.5,166.07,179.43,148.49,97.36,83.34,112.74,PE,PE-CARUARU
CASINHAS,260415,40.61,31.33,50.0,113.48,74.85,114.37,71.19,129.41,PE,PE-CASINHAS
CATENDE,260420,60.71,66.44,43.84,49.54,47.53,45.41,67.97,63.3,PE,PE-CATENDE
CEDRO,260430,111.93,93.55,101.94,95.06,104.96,87.94,80.0,128.78,PE,PE-CEDRO
CHA DE ALEGRIA,260440,48.43,50.93,27.78,53.99,104.44,80.89,44.86,64.18,PE,PE-CHA DE ALEGRIA
CHA GRANDE,260450,56.51,30.06,36.5,76.84,67.0,67.0,48.21,57.97,PE,PE-CHA GRANDE
CONDADO,260460,46.28,26.2,18.18,60.52,73.53,92.35,88.92,103.8,PE,PE-CONDADO
CORRENTES,260470,66.96,43.06,69.44,73.64,37.14,19.59,19.46,32.2,PE,PE-CORRENTES
CORTES,260480,149.09,10.14,10.14,26.4,27.46,68.91,67.5,86.39,PE,PE-CORTES
CUMARU,260490,26.32,45.69,70.05,65.97,64.05,66.67,57.38,49.03,PE,PE-CUMARU
CUPIRA,260500,67.44,55.19,47.34,54.24,72.85,92.95,89.06,71.35,PE,PE-CUPIRA
CUSTODIA,260510,87.34,80.49,94.75,109.83,68.67,84.33,74.62,97.51,PE,PE-CUSTODIA
DORMENTES,260515,71.23,39.09,66.26,78.92,75.71,94.74,93.2,70.77,PE,PE-DORMENTES
ESCADA,260520,40.31,37.86,45.78,53.33,68.5,35.68,78.39,65.76,PE,PE-ESCADA
EXU,260530,39.75,30.24,83.79,95.63,95.72,78.8,67.51,153.08,PE,PE-EXU
FEIRA NOVA,260540,95.49,159.6,61.28,100.66,106.27,74.93,80.7,90.03,PE,PE-FEIRA NOVA
FERNANDO DE NORONHA,260545,6.25,0.0,27.27,19.23,39.13,78.26,50.0,18.18,PE,PE-FERNANDO DE NORONHA
FERREIROS,260550,55.63,61.86,26.27,61.35,73.47,60.54,65.1,135.77,PE,PE-FERREIROS
FLORES,260560,31.82,29.77,64.89,63.0,34.73,45.42,20.07,61.13,PE,PE-FLORES
FLORESTA,260570,97.29,103.94,60.83,88.63,92.32,98.9,73.2,64.43,PE,PE-FLORESTA
FREI MIGUELINHO,260580,44.76,70.42,28.17,97.74,57.14,62.14,68.15,180.18,PE,PE-FREI MIGUELINHO
GAMELEIRA,260590,51.19,63.54,45.58,42.27,57.14,69.47,110.49,123.51,PE,PE-GAMELEIRA
GARANHUNS,260600,188.24,113.6,159.09,189.6,193.46,187.72,191.53,80.07,PE,PE-GARANHUNS
GLORIA DO GOITA,260610,45.43,32.81,27.3,56.46,67.34,79.05,71.15,70.94,PE,PE-GLORIA DO GOITA
GOIANA,260620,122.72,108.26,50.84,95.05,90.28,99.41,102.97,153.02,PE,PE-GOIANA
GRANITO,260630,44.09,46.55,101.72,89.81,97.89,100.0,100.0,113.89,PE,PE-GRANITO
GRAVATA,260640,56.13,49.96,41.19,71.98,82.6,64.91,48.55,57.39,PE,PE-GRAVATA
IATI,260650,12.87,44.37,55.63,76.71,42.45,71.58,91.85,89.09,PE,PE-IATI
IBIMIRIM,260660,141.2,131.43,152.32,147.41,95.87,83.68,84.13,126.09,PE,PE-IBIMIRIM
IBIRAJUBA,260670,24.51,40.43,17.02,31.33,69.79,70.83,101.96,118.75,PE,PE-IBIRAJUBA
IGARASSU,260680,54.31,26.54,31.65,61.87,71.24,45.53,67.11,95.24,PE,PE-IGARASSU
IGUARACY,260690,28.28,26.06,46.06,46.21,8.0,13.33,33.33,74.45,PE,PE-IGUARACY
INAJA,260700,63.46,60.0,89.85,98.21,70.69,96.98,107.27,130.19,PE,PE-INAJA
INGAZEIRA,260710,36.0,22.41,36.21,49.23,9.26,12.96,10.81,18.52,PE,PE-INGAZEIRA
IPOJUCA,260720,93.94,80.14,93.4,121.56,152.84,124.56,97.17,120.41,PE,PE-IPOJUCA
IPUBI,260730,59.34,74.07,67.98,45.29,35.51,76.94,90.96,143.21,PE,PE-IPUBI
ITACURUBA,260740,72.41,86.42,43.21,65.82,35.06,27.27,13.24,50.0,PE,PE-ITACURUBA
ITAIBA,260750,67.51,49.72,57.67,69.23,55.59,37.35,47.63,133.03,PE,PE-ITAIBA
ILHA DE ITAMARACA,260760,45.54,28.62,34.01,39.94,65.56,49.55,61.63,58.62,PE,PE-ILHA DE ITAMARACA
ITAMBE,260765,59.77,34.11,50.21,88.33,71.88,81.17,105.82,127.66,PE,PE-ITAMBE
ITAPETIM,260770,106.19,93.53,78.11,74.87,68.26,22.16,78.53,117.22,PE,PE-ITAPETIM
ITAPISSUMA,260775,70.56,57.85,33.88,53.28,81.48,95.37,89.01,63.13,PE,PE-ITAPISSUMA
ITAQUITINGA,260780,34.14,12.45,28.02,87.56,86.36,66.94,77.49,129.35,PE,PE-ITAQUITINGA
JABOATAO DOS GUARARAPES,260790,77.24,81.13,40.23,60.36,53.72,66.09,53.46,51.7,PE,PE-JABOATAO DOS GUARARAPES
JAQUEIRA,260795,89.94,69.52,52.38,34.45,48.7,85.49,85.09,169.19,PE,PE-JAQUEIRA
JATAUBA,260800,46.59,37.98,39.02,52.07,62.4,32.23,53.6,58.59,PE,PE-JATAUBA
JATOBA,260805,78.21,48.76,51.65,64.32,87.89,56.05,64.62,59.7,PE,PE-JATOBA
JOAO ALFREDO,260810,48.8,41.5,51.53,106.54,76.2,78.47,109.03,98.74,PE,PE-JOAO ALFREDO
JOAQUIM NABUCO,260820,56.23,69.23,30.77,29.96,32.38,59.79,113.37,82.33,PE,PE-JOAQUIM NABUCO
JUCATI,260825,8.82,6.22,41.97,29.12,17.82,33.33,42.21,95.35,PE,PE-JUCATI
JUPI,260830,32.12,18.39,41.47,47.56,43.37,43.37,55.6,86.23,PE,PE-JUPI
JUREMA,260840,24.32,40.21,46.39,62.33,62.67,64.06,63.16,59.6,PE,PE-JUREMA
LAGOA DO CARRO,260845,55.42,65.82,56.12,111.11,95.28,94.85,86.64,135.34,PE,PE-LAGOA DO CARRO
LAGOA DE ITAENGA,260850,101.34,76.96,46.08,78.14,56.77,63.4,99.35,95.68,PE,PE-LAGOA DE ITAENGA
LAGOA DO OURO,260860,72.09,77.36,78.62,63.12,45.6,41.45,40.7,53.42,PE,PE-LAGOA DO OURO
LAGOA DOS GATOS,260870,62.5,54.45,44.5,50.0,62.3,77.49,88.5,85.1,PE,PE-LAGOA DOS GATOS
LAGOA GRANDE,260875,67.8,42.48,48.55,56.3,78.38,78.65,38.24,81.72,PE,PE-LAGOA GRANDE
LAJEDO,260880,28.85,49.43,52.12,55.92,63.01,62.85,33.9,63.0,PE,PE-LAJEDO
LIMOEIRO,260890,181.53,141.48,92.22,104.04,103.71,96.8,139.03,138.52,PE,PE-LIMOEIRO
MACAPARANA,260900,70.15,57.11,42.38,101.37,89.79,82.46,62.78,120.17,PE,PE-MACAPARANA
MACHADOS,260910,90.17,79.37,92.06,124.29,73.11,57.55,81.95,144.51,PE,PE-MACHADOS
MANARI,260915,90.15,67.23,94.96,106.32,88.31,110.48,77.78,124.39,PE,PE-MANARI
MARAIAL,260920,51.82,40.26,36.8,53.71,33.33,53.75,64.57,124.24,PE,PE-MARAIAL
MIRANDIBA,260930,72.95,46.64,109.24,91.27,98.37,87.8,99.23,152.5,PE,PE-MIRANDIBA
MORENO,260940,54.85,18.13,21.61,48.84,72.69,66.89,90.84,111.73,PE,PE-MORENO
NAZARE DA MATA,260950,292.32,476.14,646.27,152.42,109.68,97.7,96.77,76.26,PE,PE-NAZARE DA MATA
OLINDA,260960,108.73,103.31,86.2,91.4,72.02,76.56,84.08,97.75,PE,PE-OLINDA
OROBO,260970,44.29,42.33,58.67,108.3,68.82,50.95,61.13,123.94,PE,PE-OROBO
OROCO,260980,65.94,39.4,70.53,62.72,78.37,76.95,77.08,82.08,PE,PE-OROCO
OURICURI,260990,214.88,178.48,82.8,137.77,90.06,97.24,101.08,121.83,PE,PE-OURICURI
PALMARES,261000,222.38,171.98,260.71,363.78,280.0,77.17,88.45,131.84,PE,PE-PALMARES
PALMEIRINA,261010,45.53,39.09,63.64,72.48,21.01,41.18,50.5,100.0,PE,PE-PALMEIRINA
PANELAS,261020,63.78,61.06,63.42,33.6,27.5,60.0,87.65,83.65,PE,PE-PANELAS
PARANATAMA,261030,16.26,83.0,71.0,73.08,53.95,27.44,28.86,116.49,PE,PE-PARANATAMA
PARNAMIRIM,261040,55.08,50.68,94.93,66.87,109.02,104.51,91.45,118.86,PE,PE-PARNAMIRIM
PASSIRA,261050,51.94,45.5,63.99,125.92,108.29,96.89,91.49,117.17,PE,PE-PASSIRA
PAUDALHO,261060,41.21,42.56,49.67,84.94,86.21,65.52,73.21,140.69,PE,PE-PAUDALHO
PAULISTA,261070,60.29,52.65,54.05,81.06,78.03,63.91,62.11,54.98,PE,PE-PAULISTA
PEDRA,261080,31.29,27.24,88.97,114.41,47.14,74.29,112.46,150.3,PE,PE-PEDRA
PESQUEIRA,261090,104.99,72.39,104.87,115.15,99.28,72.06,79.91,99.46,PE,PE-PESQUEIRA
PETROLANDIA,261100,149.24,129.38,99.86,108.22,108.26,99.69,19.23,89.86,PE,PE-PETROLANDIA
PETROLINA,261110,127.42,126.11,117.8,115.78,123.9,65.51,87.12,112.51,PE,PE-PETROLINA
POCAO,261120,25.6,11.66,36.81,62.94,54.74,94.89,107.19,129.27,PE,PE-POCAO
POMBOS,261130,51.68,17.44,29.23,79.83,91.84,53.32,68.86,80.11,PE,PE-POMBOS
PRIMAVERA,261140,77.49,78.0,56.0,131.21,53.06,53.74,43.68,67.65,PE,PE-PRIMAVERA
QUIPAPA,261150,86.55,101.45,85.84,84.48,86.62,54.58,58.21,125.52,PE,PE-QUIPAPA
QUIXABA,261153,10.53,8.08,27.27,52.75,34.48,4.6,11.43,78.38,PE,PE-QUIXABA
RECIFE,261160,184.12,171.25,177.47,159.56,113.78,84.77,79.9,86.13,PE,PE-RECIFE
RIACHO DAS ALMAS,261170,72.56,54.34,50.0,78.0,45.86,30.57,81.29,70.69,PE,PE-RIACHO DAS ALMAS
RIBEIRAO,261180,78.37,45.98,33.52,52.61,57.34,83.75,91.14,80.09,PE,PE-RIBEIRAO
RIO FORMOSO,261190,70.29,42.89,26.9,38.55,43.45,70.24,68.81,50.31,PE,PE-RIO FORMOSO
SAIRE,261200,35.56,33.91,28.7,37.9,68.7,86.09,70.87,79.55,PE,PE-SAIRE
SALGADINHO,261210,59.34,69.12,77.94,56.96,92.54,108.96,138.81,108.11,PE,PE-SALGADINHO
SALGUEIRO,261220,242.32,243.6,98.1,120.36,114.39,99.7,87.91,128.99,PE,PE-SALGUEIRO
SALOA,261230,32.86,27.2,61.6,60.59,47.27,40.0,101.59,148.39,PE,PE-SALOA
SANHARO,261240,60.83,33.22,40.72,55.35,58.25,70.18,101.75,60.34,PE,PE-SANHARO
SANTA CRUZ,261245,51.07,40.15,63.64,65.22,95.0,127.92,81.6,111.27,PE,PE-SANTA CRUZ
SANTA CRUZ DA BAIXA VERDE,261247,15.7,20.33,71.98,24.31,25.93,26.46,17.16,85.16,PE,PE-SANTA CRUZ DA BAIXA VERDE
SANTA CRUZ DO CAPIBARIBE,261250,78.79,64.74,60.8,91.56,81.01,103.23,65.83,161.93,PE,PE-SANTA CRUZ DO CAPIBARIBE
SANTA FILOMENA,261255,33.14,44.86,105.41,86.98,117.37,91.02,91.88,114.79,PE,PE-SANTA FILOMENA
SANTA MARIA DA BOA VISTA,261260,112.07,73.39,52.97,63.67,58.54,89.05,76.62,89.14,PE,PE-SANTA MARIA DA BOA VISTA
SANTA MARIA DO CAMBUCA,261270,69.38,81.55,48.81,66.34,63.24,88.73,85.58,124.12,PE,PE-SANTA MARIA DO CAMBUCA
SANTA TEREZINHA,261280,30.26,29.56,53.46,58.57,35.37,20.12,32.14,165.05,PE,PE-SANTA TEREZINHA
SAO BENEDITO DO SUL,261290,60.53,47.02,44.37,32.08,35.06,74.14,91.67,102.56,PE,PE-SAO BENEDITO DO SUL
SAO BENTO DO UNA,261300,49.34,34.29,60.72,72.25,58.87,102.82,109.12,145.53,PE,PE-SAO BENTO DO UNA
SAO CAITANO,261310,67.65,49.17,71.78,50.0,62.04,84.85,81.99,110.53,PE,PE-SAO CAITANO
SAO JOAO,261320,37.46,26.13,26.43,38.0,34.74,46.75,51.13,114.73,PE,PE-SAO JOAO
SAO JOAQUIM DO MONTE,261330,67.06,36.8,21.63,25.08,36.81,78.83,82.91,93.79,PE,PE-SAO JOAQUIM DO MONTE
SAO JOSE DA COROA GRANDE,261340,59.65,47.77,30.71,33.99,53.57,77.68,112.91,162.36,PE,PE-SAO JOSE DA COROA GRANDE
SAO JOSE DO BELMONTE,261350,85.25,50.17,77.51,80.3,70.43,59.14,73.49,118.6,PE,PE-SAO JOSE DO BELMONTE
SAO JOSE DO EGITO,261360,96.54,91.48,98.25,80.18,76.47,94.55,119.95,154.75,PE,PE-SAO JOSE DO EGITO
SAO LOURENCO DA MATA,261370,132.25,89.52,38.23,66.35,93.88,39.25,81.8,109.01,PE,PE-SAO LOURENCO DA MATA
SAO VICENTE FERRER,261380,62.82,37.86,34.98,109.22,98.12,81.58,95.02,111.95,PE,PE-SAO VICENTE FERRER
SERRA TALHADA,261390,168.75,166.58,144.79,198.93,168.69,141.98,196.39,210.24,PE,PE-SERRA TALHADA
SERRITA,261400,41.07,10.67,108.7,102.33,78.85,89.25,117.07,98.14,PE,PE-SERRITA
SERTANIA,261410,56.14,60.44,78.13,87.08,62.66,73.43,62.56,115.56,PE,PE-SERTANIA
SIRINHAEM,261420,67.07,37.01,43.34,50.41,45.03,48.69,62.09,106.47,PE,PE-SIRINHAEM
MOREILANDIA,261430,9.88,4.62,61.85,48.55,87.07,74.15,68.55,108.4,PE,PE-MOREILANDIA
SOLIDAO,261440,34.38,9.65,24.56,57.14,11.36,11.36,18.29,22.68,PE,PE-SOLIDAO
SURUBIM,261450,114.35,97.85,89.59,108.04,109.36,91.47,73.72,108.01,PE,PE-SURUBIM
TABIRA,261460,24.84,23.33,41.67,54.36,14.07,11.81,12.93,25.59,PE,PE-TABIRA
TACAIMBO,261470,34.83,39.61,26.62,44.83,53.69,118.12,110.8,73.3,PE,PE-TACAIMBO
TACARATU,261480,81.98,64.58,63.1,83.56,86.54,71.47,86.12,92.38,PE,PE-TACARATU
TAMANDARE,261485,46.43,51.16,37.53,39.14,59.9,77.69,91.78,89.18,PE,PE-TAMANDARE
TAQUARITINGA DO NORTE,261500,90.43,89.02,84.1,105.82,89.59,87.12,103.89,90.8,PE,PE-TAQUARITINGA DO NORTE
TEREZINHA,261510,22.03,30.91,43.64,41.51,53.4,34.95,37.31,44.83,PE,PE-TEREZINHA
TERRA NOVA,261520,56.38,15.28,106.94,160.48,166.06,87.16,86.99,143.75,PE,PE-TERRA NOVA
TIMBAUBA,261530,59.44,41.48,82.59,89.41,75.0,76.05,102.09,151.42,PE,PE-TIMBAUBA
TORITAMA,261540,79.72,63.7,69.86,105.21,87.62,60.07,106.96,103.38,PE,PE-TORITAMA
TRACUNHAEM,261550,40.26,30.77,29.33,104.28,94.38,119.66,123.53,109.85,PE,PE-TRACUNHAEM
TRINDADE,261560,88.89,95.65,134.11,53.13,31.59,81.42,78.77,116.16,PE,PE-TRINDADE
TRIUNFO,261570,21.31,30.53,54.21,34.88,27.59,58.13,21.47,84.0,PE,PE-TRIUNFO
TUPANATINGA,261580,56.52,56.49,85.06,102.39,81.21,77.27,94.24,191.55,PE,PE-TUPANATINGA
TUPARETAMA,261590,124.79,48.74,86.55,86.54,34.45,41.18,59.35,75.37,PE,PE-TUPARETAMA
