Estado_Municipio,Região,UF,Município,Ano de eleição (2018),Nome candidato (2018),Votos válidos (2018),Votos nominais (2018),Ano de eleição (2022),Nome candidato (2022),Votos válidos (2022),Votos nominais (2022),Código SUS,Cobertura Vacinal 2015,Cobertura Vacinal 2016,Cobertura Vacinal 2017,Cobertura Vacinal 2018,Cobertura Vacinal 2019,Cobertura Vacinal 2020,Cobertura Vacinal 2021,Cobertura Vacinal 2022
MT-SALTO DO CEU,CENTRO-OESTE,MT,SALTO DO CEU,2018,JAIR MESSIAS BOLSONARO,2109,1404,2022,JAIR MESSIAS BOLSONARO,2223,1369,510775,160.98,101.85,87.04,96.36,145.24,147.62,62.07,108.77
MT-SANTA CARMEM,CENTRO-OESTE,MT,SANTA CARMEM,2018,JAIR MESSIAS BOLSONARO,2459,1886,2022,JAIR MESSIAS BOLSONARO,2813,2063,510724,177.55,83.33,146.67,127.12,101.22,18.29,10.84,94.94
MT-SANTA CRUZ DO XINGU,CENTRO-OESTE,MT,SANTA CRUZ DO XINGU,2018,JAIR MESSIAS BOLSONARO,960,674,2022,JAIR MESSIAS BOLSONARO,1291,821,510774,65.52,73.91,17.39,33.33,31.82,31.82,48.65,167.65
MT-SANTA RITA DO TRIVELATO,CENTRO-OESTE,MT,SANTA RITA DO TRIVELATO,2018,JAIR MESSIAS BOLSONARO,1216,840,2022,JAIR MESSIAS BOLSONARO,1641,1032,510776,103.12,57.89,60.53,60.42,44.23,26.92,69.77,130.23
MT-SANTA TEREZINHA,CENTRO-OESTE,MT,SANTA TEREZINHA,2018,FERNANDO HADDAD,2941,1790,2022,LUIZ INÁCIO LULA DA SILVA,3408,1854,510777,102.68,106.72,89.92,46.88,57.69,15.38,16.22,32.5
MT-SANTO AFONSO,CENTRO-OESTE,MT,SANTO AFONSO,2018,JAIR MESSIAS BOLSONARO,1473,800,2022,JAIR MESSIAS BOLSONARO,1721,901,510726,46.34,32.14,100.0,107.41,60.71,71.43,84.62,125.93
MT-SANTO ANTONIO DO LESTE,CENTRO-OESTE,MT,SANTO ANTONIO DO LESTE,2018,JAIR MESSIAS BOLSONARO,1466,973,2022,JAIR MESSIAS BOLSONARO,1774,1042,510779,129.41,83.33,116.67,143.18,126.79,82.14,84.85,46.67
MT-SANTO ANTONIO DO LEVERGER,CENTRO-OESTE,MT,SANTO ANTONIO DO LEVERGER,2018,FERNANDO HADDAD,11457,6012,2022,LUIZ INÁCIO LULA DA SILVA,12872,6753,510780,37.13,33.77,31.6,58.18,55.28,67.89,72.89,85.14
MT-SAO FELIX DO ARAGUAIA,CENTRO-OESTE,MT,SAO FELIX DO ARAGUAIA,2018,JAIR MESSIAS BOLSONARO,4085,2514,2022,JAIR MESSIAS BOLSONARO,5068,2902,510785,86.99,97.25,96.33,91.8,99.23,74.62,60.95,80.25
MT-SAO JOSE DO POVO,CENTRO-OESTE,MT,SAO JOSE DO POVO,2018,JAIR MESSIAS BOLSONARO,1941,1065,2022,JAIR MESSIAS BOLSONARO,2043,1020,510729,122.22,186.67,153.33,139.29,195.0,125.0,50.0,95.65
MT-SAO JOSE DO RIO CLARO,CENTRO-OESTE,MT,SAO JOSE DO RIO CLARO,2018,JAIR MESSIAS BOLSONARO,7371,5517,2022,JAIR MESSIAS BOLSONARO,8309,6014,510730,110.36,83.56,50.34,59.71,105.86,63.37,73.27,103.94
MT-SAO JOSE DO XINGU,CENTRO-OESTE,MT,SAO JOSE DO XINGU,2018,JAIR MESSIAS BOLSONARO,2564,1314,2022,JAIR MESSIAS BOLSONARO,2860,1536,510735,116.44,58.33,42.71,29.63,85.71,109.09,53.26,79.2
MT-SAO JOSE DOS QUATRO MARCOS,CENTRO-OESTE,MT,SAO JOSE DOS QUATRO MARCOS,2018,JAIR MESSIAS BOLSONARO,9255,6462,2022,JAIR MESSIAS BOLSONARO,9871,6343,510710,124.21,88.17,118.32,144.29,87.55,83.02,96.14,116.04
MT-SAO PEDRO DA CIPA,CENTRO-OESTE,MT,SAO PEDRO DA CIPA,2018,JAIR MESSIAS BOLSONARO,2404,1260,2022,JAIR MESSIAS BOLSONARO,2680,1318,510740,124.56,96.0,81.33,132.2,78.08,102.74,71.83,98.21
MT-SAPEZAL,CENTRO-OESTE,MT,SAPEZAL,2018,JAIR MESSIAS BOLSONARO,9524,6794,2022,JAIR MESSIAS BOLSONARO,13001,8572,510787,135.89,117.23,118.14,118.7,97.56,67.48,97.16,97.62
MT-SERRA NOVA DOURADA,CENTRO-OESTE,MT,SERRA NOVA DOURADA,2018,JAIR MESSIAS BOLSONARO,865,549,2022,JAIR MESSIAS BOLSONARO,1140,724,510788,164.29,55.0,100.0,70.59,96.15,65.38,85.0,216.67
MT-SINOP,CENTRO-OESTE,MT,SINOP,2018,JAIR MESSIAS BOLSONARO,67777,52446,2022,JAIR MESSIAS BOLSONARO,81031,58474,510790,160.6,90.52,84.38,108.7,91.38,107.5,97.82,111.22
MT-SORRISO,CENTRO-OESTE,MT,SORRISO,2018,JAIR MESSIAS BOLSONARO,40538,30599,2022,JAIR MESSIAS BOLSONARO,51174,35904,510792,128.99,100.88,102.81,113.95,113.74,119.07,99.95,100.31
MT-TABAPORA,CENTRO-OESTE,MT,TABAPORA,2018,JAIR MESSIAS BOLSONARO,4414,3331,2022,JAIR MESSIAS BOLSONARO,4964,3574,510794,119.53,59.57,109.93,98.1,104.35,104.35,60.14,131.82
MT-TANGARA DA SERRA,CENTRO-OESTE,MT,TANGARA DA SERRA,2018,JAIR MESSIAS BOLSONARO,45135,34821,2022,JAIR MESSIAS BOLSONARO,51371,34774,510795,120.64,147.14,114.38,111.57,101.45,111.76,97.53,92.95
MT-TAPURAH,CENTRO-OESTE,MT,TAPURAH,2018,JAIR MESSIAS BOLSONARO,5441,4259,2022,JAIR MESSIAS BOLSONARO,6504,4751,510800,92.11,95.96,99.49,107.93,154.38,119.35,99.12,125.78
MT-TERRA NOVA DO NORTE,CENTRO-OESTE,MT,TERRA NOVA DO NORTE,2018,JAIR MESSIAS BOLSONARO,5776,3498,2022,JAIR MESSIAS BOLSONARO,6178,3765,510805,108.76,123.08,161.54,104.9,113.16,46.05,32.16,84.71
MT-TESOURO,CENTRO-OESTE,MT,TESOURO,2018,FERNANDO HADDAD,1396,706,2022,LUIZ INÁCIO LULA DA SILVA,2111,1075,510810,41.38,48.0,136.0,123.08,45.83,41.67,63.16,148.15
MT-TORIXOREU,CENTRO-OESTE,MT,TORIXOREU,2018,JAIR MESSIAS BOLSONARO,2221,1200,2022,JAIR MESSIAS BOLSONARO,2639,1278,510820,121.88,123.81,114.29,104.08,80.0,72.5,56.1,125.64
MT-UNIAO DO SUL,CENTRO-OESTE,MT,UNIAO DO SUL,2018,JAIR MESSIAS BOLSONARO,1706,1036,2022,JAIR MESSIAS BOLSONARO,2236,1416,510830,127.27,112.7,95.24,103.45,160.0,46.67,61.22,144.9
MT-VALE DE SAO DOMINGOS,CENTRO-OESTE,MT,VALE DE SAO DOMINGOS,2018,JAIR MESSIAS BOLSONARO,1814,1369,2022,JAIR MESSIAS BOLSONARO,1897,1365,510835,14.29,0.0,5.88,19.44,14.71,8.82,33.33,93.55
MT-VARZEA GRANDE,CENTRO-OESTE,MT,VARZEA GRANDE,2018,JAIR MESSIAS BOLSONARO,140745,87193,2022,JAIR MESSIAS BOLSONARO,142859,75663,510840,63.64,64.96,67.78,113.89,66.1,84.67,84.46,86.48
MT-VERA,CENTRO-OESTE,MT,VERA,2018,JAIR MESSIAS BOLSONARO,4252,3014,2022,JAIR MESSIAS BOLSONARO,5147,3461,510850,114.38,90.91,96.75,128.46,96.03,120.53,124.18,118.4
MT-VILA BELA DA SANTISSIMA TRINDADE,CENTRO-OESTE,MT,VILA BELA DA SANTISSIMA TRINDADE,2018,JAIR MESSIAS BOLSONARO,6490,3677,2022,JAIR MESSIAS BOLSONARO,7550,3863,510550,123.88,90.8,87.36,80.69,58.66,53.71,55.35,93.06
MT-VILA RICA,CENTRO-OESTE,MT,VILA RICA,2018,JAIR MESSIAS BOLSONARO,7971,5429,2022,JAIR MESSIAS BOLSONARO,9623,6247,510860,117.58,80.6,67.54,67.68,68.29,127.18,97.03,125.24
PA-ABAETETUBA,NORTE,PA,ABAETETUBA,2018,FERNANDO HADDAD,81542,61646,2022,LUIZ INÁCIO LULA DA SILVA,98299,70766,150010,75.21,52.5,26.42,32.4,37.12,62.29,83.84,79.51
PA-ABEL FIGUEIREDO,NORTE,PA,ABEL FIGUEIREDO,2018,FERNANDO HADDAD,3862,2491,2022,LUIZ INÁCIO LULA DA SILVA,4144,2377,150013,108.53,121.0,153.0,104.27,63.38,47.89,100.0,162.24
PA-ACARA,NORTE,PA,ACARA,2018,FERNANDO HADDAD,30092,22544,2022,LUIZ INÁCIO LULA DA SILVA,36940,24143,150020,57.65,50.41,80.92,57.8,77.62,68.85,58.16,66.95
PA-AFUA,NORTE,PA,AFUA,2018,FERNANDO HADDAD,16853,11169,2022,LUIZ INÁCIO LULA DA SILVA,20740,12781,150030,65.65,41.07,96.15,109.0,112.71,71.8,64.79,70.75
PA-AGUA AZUL DO NORTE,NORTE,PA,AGUA AZUL DO NORTE,2018,JAIR MESSIAS BOLSONARO,5808,3065,2022,JAIR MESSIAS BOLSONARO,7507,4105,150034,70.53,103.85,95.05,32.52,23.26,63.72,101.78,167.46
PA-ALENQUER,NORTE,PA,ALENQUER,2018,FERNANDO HADDAD,27385,14397,2022,LUIZ INÁCIO LULA DA SILVA,32583,15772,150040,137.96,103.27,89.75,91.46,98.14,88.43,68.09,75.23
PA-ALMEIRIM,NORTE,PA,ALMEIRIM,2018,FERNANDO HADDAD,14095,10213,2022,LUIZ INÁCIO LULA DA SILVA,17368,11781,150050,126.66,106.01,95.24,104.19,74.09,59.46,65.6,92.3
PA-ALTAMIRA,NORTE,PA,ALTAMIRA,2018,JAIR MESSIAS BOLSONARO,53015,33549,2022,JAIR MESSIAS BOLSONARO,63429,36642,150060,141.62,102.87,73.51,97.43,98.15,91.4,78.07,80.75
PA-ANAJAS,NORTE,PA,ANAJAS,2018,FERNANDO HADDAD,11251,6951,2022,LUIZ INÁCIO LULA DA SILVA,15369,7161,150070,85.03,78.94,106.52,98.78,77.19,74.74,82.44,82.95
PA-ANANINDEUA,NORTE,PA,ANANINDEUA,2018,JAIR MESSIAS BOLSONARO,242303,132590,2022,LUIZ INÁCIO LULA DA SILVA,278875,126428,150080,76.03,29.97,70.04,51.63,44.67,31.9,23.54,47.69
PA-ANAPU,NORTE,PA,ANAPU,2018,JAIR MESSIAS BOLSONARO,11182,5979,2022,JAIR MESSIAS BOLSONARO,16319,9334,150085,113.94,104.44,127.59,116.49,99.52,63.97,39.72,97.31
PA-AUGUSTO CORREA,NORTE,PA,AUGUSTO CORREA,2018,FERNANDO HADDAD,22746,17073,2022,LUIZ INÁCIO LULA DA SILVA,28213,19088,150090,107.45,61.07,89.48,79.81,56.15,73.26,79.48,97.56
PA-AURORA DO PARA,NORTE,PA,AURORA DO PARA,2018,FERNANDO HADDAD,11503,8146,2022,LUIZ INÁCIO LULA DA SILVA,13852,9519,150095,82.97,55.63,86.2,85.06,121.7,102.49,75.29,103.02
PA-AVEIRO,NORTE,PA,AVEIRO,2018,FERNANDO HADDAD,5926,4000,2022,LUIZ INÁCIO LULA DA SILVA,8135,4740,150100,111.0,91.19,70.98,81.86,187.5,139.38,71.23,104.79
PA-BAGRE,NORTE,PA,BAGRE,2018,FERNANDO HADDAD,7772,6342,2022,LUIZ INÁCIO LULA DA SILVA,11691,8816,150110,91.11,72.91,54.92,66.43,92.59,50.27,51.91,49.05
PA-BAIAO,NORTE,PA,BAIAO,2018,FERNANDO HADDAD,16227,12183,2022,LUIZ INÁCIO LULA DA SILVA,20811,15094,150120,106.21,87.52,101.73,95.59,73.97,60.48,92.61,101.57
PA-BANNACH,NORTE,PA,BANNACH,2018,JAIR MESSIAS BOLSONARO,1794,1050,2022,JAIR MESSIAS BOLSONARO,2180,1238,150125,132.56,133.33,185.42,151.35,128.57,71.43,134.78,110.53
PA-BARCARENA,NORTE,PA,BARCARENA,2018,FERNANDO HADDAD,62223,41225,2022,LUIZ INÁCIO LULA DA SILVA,76002,46430,150130,82.14,93.82,94.53,58.01,97.35,92.94,95.07,107.22
PA-BELEM,NORTE,PA,BELEM,2018,JAIR MESSIAS BOLSONARO,779175,427982,2022,LUIZ INÁCIO LULA DA SILVA,857507,392207,150140,110.87,92.37,75.97,98.41,86.69,75.72,79.34,85.36
PA-BELTERRA,NORTE,PA,BELTERRA,2018,FERNANDO HADDAD,10160,5497,2022,LUIZ INÁCIO LULA DA SILVA,11992,6056,150145,127.24,131.93,134.87,133.2,129.04,92.65,94.27,121.36
PA-BENEVIDES,NORTE,PA,BENEVIDES,2018,FERNANDO HADDAD,29514,16177,2022,LUIZ INÁCIO LULA DA SILVA,37208,19270,150150,56.44,30.68,57.74,72.11,45.82,44.48,53.85,105.09
PA-BOM JESUS DO TOCANTINS,NORTE,PA,BOM JESUS DO TOCANTINS,2018,FERNANDO HADDAD,7163,4105,2022,LUIZ INÁCIO LULA DA SILVA,8489,4541,150157,96.96,65.02,133.5,132.66,100.89,80.89,77.74,112.2
PA-BONITO,NORTE,PA,BONITO,2018,FERNANDO HADDAD,8091,6275,2022,LUIZ INÁCIO LULA DA SILVA,9904,6710,150160,101.54,78.6,87.91,112.09,111.96,61.96,64.29,77.23
PA-BRAGANCA,NORTE,PA,BRAGANCA,2018,FERNANDO HADDAD,57798,36553,2022,LUIZ INÁCIO LULA DA SILVA,68974,40248,150170,81.81,116.83,125.14,125.33,122.3,108.91,114.9,121.4
PA-BRASIL NOVO,NORTE,PA,BRASIL NOVO,2018,JAIR MESSIAS BOLSONARO,10858,6726,2022,JAIR MESSIAS BOLSONARO,11924,7470,150172,89.96,59.31,95.17,114.34,94.89,83.48,89.23,103.77
PA-BREJO GRANDE DO ARAGUAIA,NORTE,PA,BREJO GRANDE DO ARAGUAIA,2018,FERNANDO HADDAD,4302,2700,2022,LUIZ INÁCIO LULA DA SILVA,5163,2898,150175,83.16,68.48,48.91,67.09,53.76,37.63,57.0,115.89
PA-BREU BRANCO,NORTE,PA,BREU BRANCO,2018,FERNANDO HADDAD,19082,11310,2022,LUIZ INÁCIO LULA DA SILVA,22608,12627,150178,101.91,67.14,71.97,89.3,103.95,66.37,81.57,84.2
PA-BREVES,NORTE,PA,BREVES,2018,FERNANDO HADDAD,37046,25035,2022,LUIZ INÁCIO LULA DA SILVA,53763,32399,150180,87.49,77.67,93.73,63.39,48.51,24.86,27.2,67.87
PA-BUJARU,NORTE,PA,BUJARU,2018,FERNANDO HADDAD,13751,10347,2022,LUIZ INÁCIO LULA DA SILVA,17668,11878,150190,63.71,56.29,90.02,92.46,79.07,33.4,30.67,43.77
PA-CACHOEIRA DO ARARI,NORTE,PA,CACHOEIRA DO ARARI,2018,FERNANDO HADDAD,10963,9055,2022,LUIZ INÁCIO LULA DA SILVA,14098,10686,150200,97.77,94.33,103.33,79.94,83.64,96.36,78.43,74.52
PA-CACHOEIRA DO PIRIA,NORTE,PA,CACHOEIRA DO PIRIA,2018,FERNANDO HADDAD,8180,6460,2022,LUIZ INÁCIO LULA DA SILVA,10665,7535,150195,74.22,66.45,75.48,27.0,51.77,69.77,56.31,78.91
PA-CAMETA,NORTE,PA,CAMETA,2018,FERNANDO HADDAD,65906,49947,2022,LUIZ INÁCIO LULA DA SILVA,82812,61121,150210,147.29,104.15,99.92,107.11,102.65,95.45,84.65,87.73
PA-CANAA DOS CARAJAS,NORTE,PA,CANAA DOS CARAJAS,2018,JAIR MESSIAS BOLSONARO,23890,14842,2022,JAIR MESSIAS BOLSONARO,35827,21128,150215,163.66,141.1,97.33,89.13,91.82,103.81,114.31,108.31
PA-CAPANEMA,NORTE,PA,CAPANEMA,2018,FERNANDO HADDAD,35442,20189,2022,LUIZ INÁCIO LULA DA SILVA,42028,24307,150220,88.56,69.1,95.06,82.25,82.5,89.52,84.61,106.4
PA-CAPITAO POCO,NORTE,PA,CAPITAO POCO,2018,FERNANDO HADDAD,27345,17366,2022,LUIZ INÁCIO LULA DA SILVA,33443,20487,150230,68.62,99.18,99.29,115.12,112.15,107.85,72.09,65.64
PA-CASTANHAL,NORTE,PA,CASTANHAL,2018,JAIR MESSIAS BOLSONARO,94992,52067,2022,JAIR MESSIAS BOLSONARO,112472,52329,150240,175.45,171.89,121.8,118.66,113.99,81.6,101.49,115.42
PA-CHAVES,NORTE,PA,CHAVES,2018,FERNANDO HADDAD,8376,6408,2022,LUIZ INÁCIO LULA DA SILVA,9951,6321,150250,21.99,45.13,60.77,71.66,69.89,63.17,51.17,39.95
PA-COLARES,NORTE,PA,COLARES,2018,FERNANDO HADDAD,6351,4871,2022,LUIZ INÁCIO LULA DA SILVA,9002,6411,150260,65.58,60.99,69.23,63.82,72.56,48.78,41.4,66.67
PA-CONCEICAO DO ARAGUAIA,NORTE,PA,CONCEICAO DO ARAGUAIA,2018,JAIR MESSIAS BOLSONARO,21669,11724,2022,JAIR MESSIAS BOLSONARO,24017,12110,150270,100.13,90.93,86.46,71.24,70.66,105.66,93.64,98.32
PA-CONCORDIA DO PARA,NORTE,PA,CONCORDIA DO PARA,2018,FERNANDO HADDAD,14807,9628,2022,LUIZ INÁCIO LULA DA SILVA,18821,11500,150275,81.54,95.64,89.9,104.0,101.0,91.57,87.91,94.79
PA-CUMARU DO NORTE,NORTE,PA,CUMARU DO NORTE,2018,FERNANDO HADDAD,3602,1878,2022,JAIR MESSIAS BOLSONARO,5348,3206,150276,86.05,80.6,109.7,44.94,30.12,41.57,73.5,51.13
PA-CURIONOPOLIS,NORTE,PA,CURIONOPOLIS,2018,JAIR MESSIAS BOLSONARO,10601,5406,2022,JAIR MESSIAS BOLSONARO,12427,6081,150277,86.99,81.95,78.95,68.9,86.55,63.45,44.55,62.06
PA-CURRALINHO,NORTE,PA,CURRALINHO,2018,FERNANDO HADDAD,13241,11165,2022,LUIZ INÁCIO LULA DA SILVA,18253,13871,150280,65.86,29.59,51.42,84.05,58.25,43.11,58.66,55.22
PA-CURUA,NORTE,PA,CURUA,2018,FERNANDO HADDAD,7111,5629,2022,LUIZ INÁCIO LULA DA SILVA,8718,6415,150285,87.61,100.83,99.17,117.31,116.67,63.54,6.28,94.92
PA-CURUCA,NORTE,PA,CURUCA,2018,FERNANDO HADDAD,20583,15550,2022,LUIZ INÁCIO LULA DA SILVA,25810,17963,150290,5.93,15.12,46.69,65.84,71.28,74.34,80.29,82.7
PA-DOM ELISEU,NORTE,PA,DOM ELISEU,2018,FERNANDO HADDAD,18773,10573,2022,LUIZ INÁCIO LULA DA SILVA,22639,11863,150293,105.47,99.57,84.05,96.24,80.2,89.88,85.23,121.85
PA-ELDORADO DOS CARAJAS,NORTE,PA,ELDORADO DOS CARAJAS,2018,FERNANDO HADDAD,11670,6733,2022,LUIZ INÁCIO LULA DA SILVA,14646,7206,150295,101.99,72.03,79.89,110.02,44.79,63.92,21.74,50.44
PA-FARO,NORTE,PA,FARO,2018,FERNANDO HADDAD,3849,3216,2022,LUIZ INÁCIO LULA DA SILVA,5033,3988,150300,157.66,94.83,82.18,70.25,61.44,60.78,31.45,70.47
PA-FLORESTA DO ARAGUAIA,NORTE,PA,FLORESTA DO ARAGUAIA,2018,FERNANDO HADDAD,9162,4799,2022,JAIR MESSIAS BOLSONARO,10665,5350,150304,102.17,67.57,75.68,90.83,74.18,59.94,84.97,105.7
PA-GARRAFAO DO NORTE,NORTE,PA,GARRAFAO DO NORTE,2018,FERNANDO HADDAD,13641,10084,2022,LUIZ INÁCIO LULA DA SILVA,16825,11603,150307,74.9,66.34,82.87,99.27,99.76,119.22,99.18,132.67
PA-GOIANESIA DO PARA,NORTE,PA,GOIANESIA DO PARA,2018,FERNANDO HADDAD,12890,8242,2022,LUIZ INÁCIO LULA DA SILVA,15965,9008,150309,32.38,65.42,80.0,94.82,56.88,21.83,32.62,50.68
PA-GURUPA,NORTE,PA,GURUPA,2018,FERNANDO HADDAD,12322,9551,2022,LUIZ INÁCIO LULA DA SILVA,17336,12035,150310,98.72,87.07,91.61,78.23,100.66,119.44,62.79,70.46
PA-IGARAPE-ACU,NORTE,PA,IGARAPE-ACU,2018,FERNANDO HADDAD,20641,14992,2022,LUIZ INÁCIO LULA DA SILVA,24589,16956,150320,37.2,28.03,45.74,82.91,79.43,64.89,76.84,87.25
PA-IGARAPE-MIRI,NORTE,PA,IGARAPE-MIRI,2018,FERNANDO HADDAD,31380,21804,2022,LUIZ INÁCIO LULA DA SILVA,40975,25116,150330,46.79,81.4,71.83,75.71,78.89,84.91,79.2,75.12
PA-INHANGAPI,NORTE,PA,INHANGAPI,2018,FERNANDO HADDAD,6389,4020,2022,LUIZ INÁCIO LULA DA SILVA,7542,4409,150340,40.44,29.52,22.89,77.78,80.0,70.29,101.85,67.6
PA-IPIXUNA DO PARA,NORTE,PA,IPIXUNA DO PARA,2018,FERNANDO HADDAD,12176,8214,2022,LUIZ INÁCIO LULA DA SILVA,17368,11077,150345,76.73,65.79,73.51,91.81,86.87,38.55,32.55,70.54
PA-IRITUIA,NORTE,PA,IRITUIA,2018,FERNANDO HADDAD,16987,12956,2022,LUIZ INÁCIO LULA DA SILVA,20765,14636,150350,44.92,59.44,53.36,83.72,90.48,84.05,90.57,76.13
PA-ITAITUBA,NORTE,PA,ITAITUBA,2018,JAIR MESSIAS BOLSONARO,44499,24784,2022,JAIR MESSIAS BOLSONARO,58949,34063,150360,120.85,110.88,106.31,93.81,88.73,57.09,51.67,48.52
PA-ITUPIRANGA,NORTE,PA,ITUPIRANGA,2018,FERNANDO HADDAD,19051,12266,2022,LUIZ INÁCIO LULA DA SILVA,23926,14322,150370,163.66,173.21,144.57,74.49,104.48,45.58,88.89,116.51
PA-JACAREACANGA,NORTE,PA,JACAREACANGA,2018,FERNANDO HADDAD,5789,4370,2022,LUIZ INÁCIO LULA DA SILVA,8812,4382,150375,123.55,69.27,85.79,57.61,87.4,70.44,57.65,54.44
PA-JACUNDA,NORTE,PA,JACUNDA,2018,FERNANDO HADDAD,20361,12043,2022,LUIZ INÁCIO LULA DA SILVA,24384,13309,150380,103.21,100.11,84.98,93.7,90.37,85.35,97.76,88.87
PA-JURUTI,NORTE,PA,JURUTI,2018,FERNANDO HADDAD,22049,13294,2022,LUIZ INÁCIO LULA DA SILVA,28774,16377,150390,86.15,97.11,82.35,85.53,93.47,89.25,73.45,47.91
PA-LIMOEIRO DO AJURU,NORTE,PA,LIMOEIRO DO AJURU,2018,FERNANDO HADDAD,14060,10679,2022,LUIZ INÁCIO LULA DA SILVA,17976,12509,150400,63.28,46.61,59.95,68.86,83.83,48.26,63.54,68.33
PA-MAE DO RIO,NORTE,PA,MAE DO RIO,2018,FERNANDO HADDAD,15954,8853,2022,LUIZ INÁCIO LULA DA SILVA,19093,10003,150405,89.79,56.52,68.76,104.91,92.49,78.89,98.4,119.52
PA-MAGALHAES BARATA,NORTE,PA,MAGALHAES BARATA,2018,FERNANDO HADDAD,5114,3562,2022,LUIZ INÁCIO LULA DA SILVA,6610,4356,150410,50.96,81.2,47.86,59.79,101.11,80.0,70.94,150.0
PA-MARABA,NORTE,PA,MARABA,2018,JAIR MESSIAS BOLSONARO,109498,61220,2022,JAIR MESSIAS BOLSONARO,139478,68387,150420,73.87,80.56,75.2,81.53,107.3,123.64,32.21,90.75
PA-MARACANA,NORTE,PA,MARACANA,2018,FERNANDO HADDAD,17186,12021,2022,LUIZ INÁCIO LULA DA SILVA,20598,13482,150430,85.94,87.89,74.82,70.5,64.92,81.22,95.71,60.5
PA-MARAPANIM,NORTE,PA,MARAPANIM,2018,FERNANDO HADDAD,15048,10105,2022,LUIZ INÁCIO LULA DA SILVA,18780,12018,150440,61.18,29.08,32.61,50.15,54.63,50.0,69.08,54.02
PA-MARITUBA,NORTE,PA,MARITUBA,2018,FERNANDO HADDAD,55283,30049,2022,LUIZ INÁCIO LULA DA SILVA,67934,34111,150442,120.27,62.99,160.99,112.49,116.39,40.64,29.9,47.24
PA-MEDICILANDIA,NORTE,PA,MEDICILANDIA,2018,JAIR MESSIAS BOLSONARO,11414,7085,2022,JAIR MESSIAS BOLSONARO,15061,9415,150445,71.97,91.18,108.35,88.19,106.48,98.06,78.41,77.1
PA-MELGACO,NORTE,PA,MELGACO,2018,FERNANDO HADDAD,8085,6115,2022,LUIZ INÁCIO LULA DA SILVA,12557,8042,150450,73.75,70.03,83.56,86.5,73.13,46.09,30.22,25.93
PA-MOCAJUBA,NORTE,PA,MOCAJUBA,2018,FERNANDO HADDAD,16775,12928,2022,LUIZ INÁCIO LULA DA SILVA,21577,15487,150460,60.42,74.22,64.73,50.79,57.32,57.53,81.52,111.85
PA-MOJU,NORTE,PA,MOJU,2018,FERNANDO HADDAD,34410,26114,2022,LUIZ INÁCIO LULA DA SILVA,43560,30251,150470,67.51,63.32,70.81,62.4,46.95,40.11,45.59,46.44
PA-MOJUI DOS CAMPOS,NORTE,PA,MOJUI DOS CAMPOS,2018,JAIR MESSIAS BOLSONARO,12936,7192,2022,JAIR MESSIAS BOLSONARO,15791,8614,150475,0.0,131.19,13050.0,116.07,66.38,163.76,70.75,127.82
PA-MONTE ALEGRE,NORTE,PA,MONTE ALEGRE,2018,JAIR MESSIAS BOLSONARO,31500,16203,2022,LUIZ INÁCIO LULA DA SILVA,38708,18112,150480,76.26,115.69,104.68,88.64,62.06,55.28,45.14,81.14
PA-MUANA,NORTE,PA,MUANA,2018,FERNANDO HADDAD,16563,13130,2022,LUIZ INÁCIO LULA DA SILVA,21693,15710,150490,106.91,80.98,84.75,80.33,91.26,63.81,80.52,87.81
PA-NOVA ESPERANCA DO PIRIA,NORTE,PA,NOVA ESPERANCA DO PIRIA,2018,FERNANDO HADDAD,9213,5574,2022,LUIZ INÁCIO LULA DA SILVA,12030,6643,150495,119.57,116.58,102.01,105.63,31.35,83.42,110.66,96.68
PA-NOVA IPIXUNA,NORTE,PA,NOVA IPIXUNA,2018,FERNANDO HADDAD,6866,3645,2022,LUIZ INÁCIO LULA DA SILVA,8145,4205,150497,82.38,35.35,40.47,34.1,44.04,20.18,27.07,72.0
PA-NOVA TIMBOTEUA,NORTE,PA,NOVA TIMBOTEUA,2018,FERNANDO HADDAD,7612,5548,2022,LUIZ INÁCIO LULA DA SILVA,9122,6352,150500,91.13,64.91,80.12,76.36,96.27,93.17,116.79,152.55
PA-NOVO PROGRESSO,NORTE,PA,NOVO PROGRESSO,2018,JAIR MESSIAS BOLSONARO,12092,9454,2022,JAIR MESSIAS BOLSONARO,16111,12824,150503,127.65,115.45,101.74,112.48,99.68,98.07,106.67,111.99
PA-NOVO REPARTIMENTO,NORTE,PA,NOVO REPARTIMENTO,2018,FERNANDO HADDAD,24079,12573,2022,JAIR MESSIAS BOLSONARO,32712,17086,150506,90.14,89.16,116.1,101.98,71.17,56.55,31.52,65.91
PA-OBIDOS,NORTE,PA,OBIDOS,2018,FERNANDO HADDAD,23298,16517,2022,LUIZ INÁCIO LULA DA SILVA,29312,19762,150510,91.78,82.12,79.35,71.44,92.25,93.03,68.04,78.55
PA-OEIRAS DO PARA,NORTE,PA,OEIRAS DO PARA,2018,FERNANDO HADDAD,14679,11875,2022,LUIZ INÁCIO LULA DA SILVA,19032,14713,150520,73.6,77.68,70.24,94.46,68.89,65.12,44.43,40.33
PA-ORIXIMINA,NORTE,PA,ORIXIMINA,2018,FERNANDO HADDAD,27283,16020,2022,LUIZ INÁCIO LULA DA SILVA,35982,19850,150530,92.8,88.04,118.72,112.0,113.4,94.58,69.74,66.07
