,Ano de eleição,Cargo,Código município,Município,Região,UF,Turno,Nome candidato,Votos válidos,Votos nominais,Estado_Municipio
6694,2022,Presidente,10189,COIVARAS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4373,3435,PI-COIVARAS
11254,2022,Presidente,10200,COLONIA DO GURGUEIA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4087,3207,PI-COLONIA DO GURGUEIA
19862,2022,Presidente,10227,COLONIA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4626,3907,PI-COLONIA DO PIAUI
21116,2022,Presidente,10553,CONCEICAO DO CANINDE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3646,2968,PI-CONCEICAO DO CANINDE
48876,2022,Presidente,10243,CORONEL JOSE DIAS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4005,3579,PI-CORONEL JOSE DIAS
59432,2022,Presidente,10570,CORRENTE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,15442,11012,PI-CORRENTE
7913,2022,Presidente,10596,CRISTALANDIA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4231,3478,PI-CRISTALANDIA DO PIAUI
60571,2022,Presidente,10618,CRISTINO CASTRO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6006,4773,PI-CRISTINO CASTRO
59551,2022,Presidente,10634,CURIMATA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6839,5095,PI-CURIMATA
19361,2022,Presidente,10766,CURRAIS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4281,3492,PI-CURRAIS
9319,2022,Presidente,12181,CURRAL NOVO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3743,3371,PI-CURRAL NOVO DO PIAUI
23469,2022,Presidente,12580,CURRALINHOS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4018,3390,PI-CURRALINHOS
33999,2022,Presidente,10650,DEMERVAL LOBAO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,9765,7385,PI-DEMERVAL LOBAO
59795,2022,Presidente,12297,DIRCEU ARCOVERDE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4835,4214,PI-DIRCEU ARCOVERDE
56911,2022,Presidente,10677,DOM EXPEDITO LOPES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5256,4177,PI-DOM EXPEDITO LOPES
25231,2022,Presidente,10685,DOM INOCENCIO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5937,5273,PI-DOM INOCENCIO
1686,2022,Presidente,11410,DOMINGOS MOURAO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3259,2804,PI-DOMINGOS MOURAO
31561,2022,Presidente,10693,ELESBAO VELOSO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,9528,7974,PI-ELESBAO VELOSO
33902,2022,Presidente,10715,ELISEU MARTINS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2792,2217,PI-ELISEU MARTINS
55908,2022,Presidente,10731,ESPERANTINA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,22979,16567,PI-ESPERANTINA
59545,2022,Presidente,10260,FARTURA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3620,3310,PI-FARTURA DO PIAUI
31828,2022,Presidente,10758,FLORES DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3104,2525,PI-FLORES DO PIAUI
17771,2022,Presidente,12637,FLORESTA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,1892,1622,PI-FLORESTA DO PIAUI
41866,2022,Presidente,10774,FLORIANO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,34803,25485,PI-FLORIANO
22552,2022,Presidente,10790,FRANCINOPOLIS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3256,2783,PI-FRANCINOPOLIS
10530,2022,Presidente,10812,FRANCISCO AYRES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3527,2863,PI-FRANCISCO AYRES
18752,2022,Presidente,12378,FRANCISCO MACEDO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2175,1762,PI-FRANCISCO MACEDO
8682,2022,Presidente,10839,FRANCISCO SANTOS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5583,4498,PI-FRANCISCO SANTOS
5264,2022,Presidente,10855,FRONTEIRAS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,7479,5857,PI-FRONTEIRAS
7759,2022,Presidente,10782,GEMINIANO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4972,4138,PI-GEMINIANO
4250,2022,Presidente,10871,GILBUES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6275,4997,PI-GILBUES
25562,2022,Presidente,10898,GUADALUPE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6178,4828,PI-GUADALUPE
53203,2022,Presidente,10804,GUARIBAS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3219,2966,PI-GUARIBAS
1601,2022,Presidente,10910,HUGO NAPOLEAO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3396,2701,PI-HUGO NAPOLEAO
36750,2022,Presidente,10820,ILHA GRANDE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6761,5350,PI-ILHA GRANDE
24566,2022,Presidente,10936,INHUMA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,9618,7818,PI-INHUMA
32735,2022,Presidente,10952,IPIRANGA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5830,5007,PI-IPIRANGA DO PIAUI
56454,2022,Presidente,10979,ISAIAS COELHO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4862,4322,PI-ISAIAS COELHO
33983,2022,Presidente,10995,ITAINOPOLIS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,7416,6033,PI-ITAINOPOLIS
30185,2022,Presidente,11010,ITAUEIRA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6633,5129,PI-ITAUEIRA
54472,2022,Presidente,10286,JACOBINA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4246,3538,PI-JACOBINA DO PIAUI
29121,2022,Presidente,11037,JAICOS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,9659,7744,PI-JAICOS
28971,2022,Presidente,10308,JARDIM DO MULATO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3423,2655,PI-JARDIM DO MULATO
28462,2022,Presidente,12394,JATOBA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5179,4332,PI-JATOBA DO PIAUI
35470,2022,Presidente,11053,JERUMENHA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3602,2867,PI-JERUMENHA
12196,2022,Presidente,11070,JOAQUIM PIRES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,8923,6789,PI-JOAQUIM PIRES
16540,2022,Presidente,12408,JOCA MARQUES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3759,3035,PI-JOCA MARQUES
48760,2022,Presidente,11096,JOSE DE FREITAS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,27518,22907,PI-JOSE DE FREITAS
47855,2022,Presidente,12386,JOAO COSTA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2703,2236,PI-JOAO COSTA
37133,2022,Presidente,12416,JUAZEIRO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4415,3458,PI-JUAZEIRO DO PIAUI
35131,2022,Presidente,10847,JUREMA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3749,3240,PI-JUREMA
679,2022,Presidente,12203,JULIO BORGES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3553,2997,PI-JULIO BORGES
48879,2022,Presidente,10324,LAGOA ALEGRE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6521,5495,PI-LAGOA ALEGRE
24556,2022,Presidente,10863,LAGOA DE SAO FRANCISCO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4439,3633,PI-LAGOA DE SAO FRANCISCO
37676,2022,Presidente,10340,LAGOA DO BARRO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3487,3053,PI-LAGOA DO BARRO DO PIAUI
57044,2022,Presidente,12424,LAGOA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3672,2838,PI-LAGOA DO PIAUI
19692,2022,Presidente,12220,LAGOA DO SITIO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3531,2907,PI-LAGOA DO SITIO
52314,2022,Presidente,12432,LAGOINHA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2432,1965,PI-LAGOINHA DO PIAUI
29128,2022,Presidente,11118,LANDRI SALES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3402,2846,PI-LANDRI SALES
43630,2022,Presidente,11134,LUIS CORREIA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,20054,15253,PI-LUIS CORREIA
32363,2022,Presidente,11150,LUZILANDIA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,15058,11578,PI-LUZILANDIA
47923,2022,Presidente,12440,MADEIRO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4619,3744,PI-MADEIRO
33211,2022,Presidente,11177,MANOEL EMIDIO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3624,3011,PI-MANOEL EMIDIO
867,2022,Presidente,10367,MARCOLANDIA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6079,4486,PI-MARCOLANDIA
18646,2022,Presidente,11193,MARCOS PARENTE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3097,2174,PI-MARCOS PARENTE
16725,2022,Presidente,12467,MASSAPE DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4544,3945,PI-MASSAPE DO PIAUI
12581,2022,Presidente,11215,MATIAS OLIMPIO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6340,4928,PI-MATIAS OLIMPIO
7551,2022,Presidente,11231,MIGUEL ALVES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,18566,15013,PI-MIGUEL ALVES
45764,2022,Presidente,11258,MIGUEL LEAO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,1324,903,PI-MIGUEL LEAO
58757,2022,Presidente,12246,MILTON BRANDAO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4783,3269,PI-MILTON BRANDAO
15546,2022,Presidente,11274,MONSENHOR GIL,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,8235,6545,PI-MONSENHOR GIL
57041,2022,Presidente,11290,MONSENHOR HIPOLITO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5610,4709,PI-MONSENHOR HIPOLITO
49837,2022,Presidente,11312,MONTE ALEGRE DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6853,5680,PI-MONTE ALEGRE DO PIAUI
1423,2022,Presidente,10880,MORRO CABECA NO TEMPO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2754,2225,PI-MORRO CABECA NO TEMPO
57083,2022,Presidente,12459,MORRO DO CHAPEU DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4069,3301,PI-MORRO DO CHAPEU DO PIAUI
23589,2022,Presidente,12475,MURICI DOS PORTELAS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4525,3525,PI-MURICI DOS PORTELAS
23645,2022,Presidente,11339,NAZARE DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5007,4412,PI-NAZARE DO PIAUI
2136,2022,Presidente,12726,NAZARIA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,9052,7137,PI-NAZARIA
47851,2022,Presidente,10928,NOSSA SENHORA DE NAZARE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4516,3855,PI-NOSSA SENHORA DE NAZARE
26469,2022,Presidente,11355,NOSSA SENHORA DOS REMEDIOS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6545,5151,PI-NOSSA SENHORA DOS REMEDIOS
32576,2022,Presidente,10960,NOVA SANTA RITA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3275,2942,PI-NOVA SANTA RITA
31605,2022,Presidente,11371,NOVO ORIENTE DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3856,3359,PI-NOVO ORIENTE DO PIAUI
14275,2022,Presidente,10901,NOVO SANTO ANTONIO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3637,3086,PI-NOVO SANTO ANTONIO
1077,2022,Presidente,11398,OEIRAS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,23318,17737,PI-OEIRAS
16544,2022,Presidente,12483,OLHO D'AGUA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,1830,1447,PI-OLHO D'AGUA DO PIAUI
57757,2022,Presidente,11436,PADRE MARCOS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4752,3842,PI-PADRE MARCOS
47379,2022,Presidente,11452,PAES LANDIM,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3107,2183,PI-PAES LANDIM
19096,2022,Presidente,12262,PAJEU DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2554,2057,PI-PAJEU DO PIAUI
5776,2022,Presidente,11479,PALMEIRA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3555,2654,PI-PALMEIRA DO PIAUI
33275,2022,Presidente,11495,PALMEIRAIS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,9841,8267,PI-PALMEIRAIS
33244,2022,Presidente,10944,PAQUETA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3317,2716,PI-PAQUETA
33446,2022,Presidente,11517,PARNAGUA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5494,4577,PI-PARNAGUA
9316,2022,Presidente,11533,PARNAIBA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,88387,55488,PI-PARNAIBA
19509,2022,Presidente,10405,PASSAGEM FRANCA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2885,2219,PI-PASSAGEM FRANCA DO PIAUI
26567,2022,Presidente,10383,PATOS DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4178,3556,PI-PATOS DO PIAUI
9534,2022,Presidente,12718,PAU D'ARCO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4013,3297,PI-PAU D'ARCO DO PIAUI
11623,2022,Presidente,11550,PAULISTANA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,12731,10490,PI-PAULISTANA
53017,2022,Presidente,12289,PAVUSSU,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2844,2492,PI-PAVUSSU
15788,2022,Presidente,11576,PEDRO II,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,23990,17672,PI-PEDRO II
58634,2022,Presidente,12491,PEDRO LAURENTINO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2276,1552,PI-PEDRO LAURENTINO
34614,2022,Presidente,11592,PICOS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,43612,31183,PI-PICOS
42714,2022,Presidente,11614,PIMENTEIRAS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,7010,5589,PI-PIMENTEIRAS
50626,2022,Presidente,11630,PIO IX,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,11203,9375,PI-PIO IX
15500,2022,Presidente,11657,PIRACURUCA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,18863,14425,PI-PIRACURUCA
25358,2022,Presidente,11673,PIRIPIRI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,37422,27351,PI-PIRIPIRI
28475,2022,Presidente,11690,PORTO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,6752,5291,PI-PORTO
42518,2022,Presidente,12599,PORTO ALEGRE DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,1583,1209,PI-PORTO ALEGRE DO PIAUI
59022,2022,Presidente,11711,PRATA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2620,2209,PI-PRATA DO PIAUI
36697,2022,Presidente,10421,QUEIMADA NOVA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5631,4792,PI-QUEIMADA NOVA
41061,2022,Presidente,11738,REDENCAO DO GURGUEIA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5031,3558,PI-REDENCAO DO GURGUEIA
54484,2022,Presidente,11754,REGENERACAO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,10136,8526,PI-REGENERACAO
12039,2022,Presidente,12300,RIACHO FRIO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3267,2846,PI-RIACHO FRIO
60497,2022,Presidente,12602,RIBEIRA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2774,2331,PI-RIBEIRA DO PIAUI
17973,2022,Presidente,11770,RIBEIRO GONCALVES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4105,3063,PI-RIBEIRO GONCALVES
56382,2022,Presidente,11797,RIO GRANDE DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4042,3406,PI-RIO GRANDE DO PIAUI
49291,2022,Presidente,11819,SANTA CRUZ DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4441,3770,PI-SANTA CRUZ DO PIAUI
57659,2022,Presidente,10448,SANTA CRUZ DOS MILAGRES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2658,2143,PI-SANTA CRUZ DOS MILAGRES
1616,2022,Presidente,11835,SANTA FILOMENA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4004,2961,PI-SANTA FILOMENA
17780,2022,Presidente,11851,SANTA LUZ,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3978,2906,PI-SANTA LUZ
62315,2022,Presidente,10464,SANTA ROSA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3366,2531,PI-SANTA ROSA DO PIAUI
46940,2022,Presidente,10480,SANTANA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3264,2671,PI-SANTANA DO PIAUI
41015,2022,Presidente,11878,SANTO ANTONIO DE LISBOA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4721,3698,PI-SANTO ANTONIO DE LISBOA
841,2022,Presidente,12653,SANTO ANTONIO DOS MILAGRES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,1517,1262,PI-SANTO ANTONIO DOS MILAGRES
17582,2022,Presidente,11894,SANTO INACIO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2734,2330,PI-SANTO INACIO DO PIAUI
41737,2022,Presidente,12041,SEBASTIAO BARROS,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3375,2727,PI-SEBASTIAO BARROS
2283,2022,Presidente,12068,SEBASTIAO LEAL,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3294,2176,PI-SEBASTIAO LEAL
3934,2022,Presidente,10545,SIGEFREDO PACHECO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,7079,5811,PI-SIGEFREDO PACHECO
21069,2022,Presidente,12157,SIMPLICIO MENDES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,7923,6451,PI-SIMPLICIO MENDES
28463,2022,Presidente,12130,SIMOES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,8974,7476,PI-SIMOES
33452,2022,Presidente,12173,SOCORRO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3236,2523,PI-SOCORRO DO PIAUI
7547,2022,Presidente,12513,SUSSUAPARA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5156,4247,PI-SUSSUAPARA
13280,2022,Presidente,10502,SAO BRAZ DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3223,2903,PI-SAO BRAZ DO PIAUI
42854,2022,Presidente,12505,SAO FRANCISCO DE ASSIS DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3759,2812,PI-SAO FRANCISCO DE ASSIS DO PIAUI
38963,2022,Presidente,11932,SAO FRANCISCO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4406,3104,PI-SAO FRANCISCO DO PIAUI
42899,2022,Presidente,11916,SAO FELIX DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2937,2163,PI-SAO FELIX DO PIAUI
57082,2022,Presidente,12610,SAO GONCALO DO GURGUEIA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2032,1589,PI-SAO GONCALO DO GURGUEIA
20447,2022,Presidente,11959,SAO GONCALO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3565,2611,PI-SAO GONCALO DO PIAUI
33399,2022,Presidente,10529,SAO JOSE DO DIVINO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4060,3328,PI-SAO JOSE DO DIVINO
25770,2022,Presidente,12017,SAO JOSE DO PEIXE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2383,1983,PI-SAO JOSE DO PEIXE
11252,2022,Presidente,12033,SAO JOSE DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4597,3882,PI-SAO JOSE DO PIAUI
23468,2022,Presidente,11088,SAO JOAO DA CANABRAVA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3806,3242,PI-SAO JOAO DA CANABRAVA
16528,2022,Presidente,12009,SAO JOAO DA FRONTEIRA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3850,3127,PI-SAO JOAO DA FRONTEIRA
39650,2022,Presidente,11975,SAO JOAO DA SERRA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5083,4026,PI-SAO JOAO DA SERRA
24726,2022,Presidente,12025,SAO JOAO DA VARJOTA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3060,2530,PI-SAO JOAO DA VARJOTA
40591,2022,Presidente,10987,SAO JOAO DO ARRAIAL,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,5477,3964,PI-SAO JOAO DO ARRAIAL
56655,2022,Presidente,11991,SAO JOAO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,11858,9220,PI-SAO JOAO DO PIAUI
31498,2022,Presidente,12050,SAO JULIAO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4260,2885,PI-SAO JULIAO
39433,2022,Presidente,10561,SAO LOURENCO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,4016,3555,PI-SAO LOURENCO DO PIAUI
32358,2022,Presidente,12629,SAO LUIS DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2278,1908,PI-SAO LUIS DO PIAUI
9366,2022,Presidente,12661,SAO MIGUEL DA BAIXA GRANDE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,1933,1480,PI-SAO MIGUEL DA BAIXA GRANDE
3939,2022,Presidente,12700,SAO MIGUEL DO FIDALGO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2273,2003,PI-SAO MIGUEL DO FIDALGO
16475,2022,Presidente,12076,SAO MIGUEL DO TAPUIO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,11134,9311,PI-SAO MIGUEL DO TAPUIO
62010,2022,Presidente,12092,SAO PEDRO DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,8736,6635,PI-SAO PEDRO DO PIAUI
54228,2022,Presidente,12114,SAO RAIMUNDO NONATO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,20972,17355,PI-SAO RAIMUNDO NONATO
8867,2022,Presidente,12530,TAMBORIL DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2048,1694,PI-TAMBORIL DO PIAUI
18577,2022,Presidente,12521,TANQUE DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,1903,1518,PI-TANQUE DO PIAUI
1089,2022,Presidente,12190,TERESINA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,483136,301309,PI-TERESINA
48627,2022,Presidente,12211,UNIAO,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,29026,22208,PI-UNIAO
55600,2022,Presidente,12238,URUCUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,13941,9581,PI-URUCUI
10123,2022,Presidente,12254,VALENCA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,12948,9953,PI-VALENCA DO PIAUI
36705,2022,Presidente,12556,VERA MENDES,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2562,2174,PI-VERA MENDES
10756,2022,Presidente,12548,VILA NOVA DO PIAUI,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2391,1873,PI-VILA NOVA DO PIAUI
50134,2022,Presidente,10588,VARZEA BRANCA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3654,3219,PI-VARZEA BRANCA
11771,2022,Presidente,12270,VARZEA GRANDE,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,2925,2315,PI-VARZEA GRANDE
680,2022,Presidente,12564,WALL FERRAZ,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,3361,2665,PI-WALL FERRAZ
8962,2022,Presidente,10030,AGUA BRANCA,NORDESTE,PI,1,LUIZ INÁCIO LULA DA SILVA,12349,8835,PI-AGUA BRANCA
53712,2022,Presidente,74012,ABATIA,SUL,PR,1,JAIR MESSIAS BOLSONARO,4411,2329,PR-ABATIA
57691,2022,Presidente,74039,ADRIANOPOLIS,SUL,PR,1,LUIZ INÁCIO LULA DA SILVA,3951,2414,PR-ADRIANOPOLIS
61529,2022,Presidente,74055,AGUDOS DO SUL,SUL,PR,1,JAIR MESSIAS BOLSONARO,6363,3608,PR-AGUDOS DO SUL
56849,2022,Presidente,74071,ALMIRANTE TAMANDARE,SUL,PR,1,JAIR MESSIAS BOLSONARO,57017,28400,PR-ALMIRANTE TAMANDARE
23597,2022,Presidente,84557,ALTAMIRA DO PARANA,SUL,PR,1,LUIZ INÁCIO LULA DA SILVA,2560,1391,PR-ALTAMIRA DO PARANA
45936,2022,Presidente,74098,ALTO PARANA,SUL,PR,1,JAIR MESSIAS BOLSONARO,8032,4030,PR-ALTO PARANA
