,Ano de eleição,Cargo,Código município,Município,Região,UF,Turno,Nome candidato,Votos válidos,Votos nominais,Estado_Municipio
50145,2022,Presidente,41149,NOVA BELEM,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2476,1347,MG-NOVA BELEM
27439,2022,Presidente,48933,NOVA ERA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,10918,6130,MG-NOVA ERA
21439,2022,Presidente,48950,NOVA LIMA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,58726,27956,MG-NOVA LIMA
28511,2022,Presidente,48976,NOVA MODICA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2480,1493,MG-NOVA MODICA
49268,2022,Presidente,48992,NOVA PONTE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,9168,4414,MG-NOVA PONTE
9747,2022,Presidente,41165,NOVA PORTEIRINHA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4511,2870,MG-NOVA PORTEIRINHA
18754,2022,Presidente,49018,NOVA RESENDE,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,9828,5169,MG-NOVA RESENDE
32465,2022,Presidente,49034,NOVA SERRANA,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,46543,31098,MG-NOVA SERRANA
742,2022,Presidente,47317,NOVA UNIAO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4000,2309,MG-NOVA UNIAO
40157,2022,Presidente,49050,NOVO CRUZEIRO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,13987,10489,MG-NOVO CRUZEIRO
62529,2022,Presidente,40509,NOVO ORIENTE DE MINAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5452,3836,MG-NOVO ORIENTE DE MINAS
24704,2022,Presidente,41181,NOVORIZONTE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3207,1921,MG-NOVORIZONTE
24353,2022,Presidente,49077,OLARIA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,1704,1116,MG-OLARIA
27770,2022,Presidente,41203,OLHOS D'AGUA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3763,2811,MG-OLHOS D'AGUA
27537,2022,Presidente,49115,OLIVEIRA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,25163,11995,MG-OLIVEIRA
27415,2022,Presidente,49131,OLIVEIRA FORTES,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,1939,1363,MG-OLIVEIRA FORTES
3443,2022,Presidente,49093,OLIMPIO NORONHA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,1976,1178,MG-OLIMPIO NORONHA
56634,2022,Presidente,49158,ONCA DE PITANGUI,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,2577,1378,MG-ONCA DE PITANGUI
19930,2022,Presidente,41220,ORATORIOS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3283,2440,MG-ORATORIOS
2083,2022,Presidente,41246,ORIZANIA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4787,2648,MG-ORIZANIA
35557,2022,Presidente,49174,OURO BRANCO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,24310,11997,MG-OURO BRANCO
58484,2022,Presidente,49190,OURO FINO,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,18351,10885,MG-OURO FINO
16952,2022,Presidente,49212,OURO PRETO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,48979,32572,MG-OURO PRETO
61074,2022,Presidente,49239,OURO VERDE DE MINAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4795,2882,MG-OURO VERDE DE MINAS
2284,2022,Presidente,41262,PADRE CARVALHO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2991,2098,MG-PADRE CARVALHO
62521,2022,Presidente,49255,PADRE PARAISO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,8781,5254,MG-PADRE PARAISO
2438,2022,Presidente,41289,PAI PEDRO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3694,2774,MG-PAI PEDRO
1773,2022,Presidente,49271,PAINEIRAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3124,1826,MG-PAINEIRAS
46161,2022,Presidente,49298,PAINS,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,5242,2476,MG-PAINS
14031,2022,Presidente,49310,PAIVA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,1335,852,MG-PAIVA
37126,2022,Presidente,49336,PALMA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4009,2531,MG-PALMA
17782,2022,Presidente,40525,PALMOPOLIS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3821,2737,MG-PALMOPOLIS
2057,2022,Presidente,49379,PAPAGAIOS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,9193,4566,MG-PAPAGAIOS
50693,2022,Presidente,49395,PARACATU,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,48794,25202,MG-PARACATU
26053,2022,Presidente,49433,PARAGUACU,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,12601,6136,MG-PARAGUACU
2172,2022,Presidente,49450,PARAISOPOLIS,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,12162,6252,MG-PARAISOPOLIS
3466,2022,Presidente,49476,PARAOPEBA,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,15491,7292,MG-PARAOPEBA
58296,2022,Presidente,49417,PARA DE MINAS,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,49411,27692,MG-PARA DE MINAS
35386,2022,Presidente,49514,PASSA QUATRO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,10078,5024,MG-PASSA QUATRO
8726,2022,Presidente,49530,PASSA TEMPO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5360,3029,MG-PASSA TEMPO
62067,2022,Presidente,49557,PASSA VINTE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,1832,928,MG-PASSA VINTE
28255,2022,Presidente,49492,PASSABEM,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,1354,813,MG-PASSABEM
55373,2022,Presidente,49573,PASSOS,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,59147,27878,MG-PASSOS
16539,2022,Presidente,41300,PATIS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3725,2976,MG-PATIS
32634,2022,Presidente,49590,PATOS DE MINAS,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,84132,47758,MG-PATOS DE MINAS
49853,2022,Presidente,49611,PATROCINIO,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,50188,27014,MG-PATROCINIO
14362,2022,Presidente,49638,PATROCINIO DO MURIAE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3957,2186,MG-PATROCINIO DO MURIAE
15787,2022,Presidente,49654,PAULA CANDIDO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5717,3971,MG-PAULA CANDIDO
30426,2022,Presidente,49670,PAULISTAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2823,2207,MG-PAULISTAS
32596,2022,Presidente,49697,PAVAO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4210,2848,MG-PAVAO
22108,2022,Presidente,49735,PEDRA AZUL,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,11448,6768,MG-PEDRA AZUL
26902,2022,Presidente,41327,PEDRA BONITA,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,4531,2163,MG-PEDRA BONITA
27323,2022,Presidente,49751,PEDRA DO ANTA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2584,1793,MG-PEDRA DO ANTA
22218,2022,Presidente,49778,PEDRA DO INDAIA,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,2769,1414,MG-PEDRA DO INDAIA
15339,2022,Presidente,49794,PEDRA DOURADA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2164,1262,MG-PEDRA DOURADA
49106,2022,Presidente,49816,PEDRALVA,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,6984,3491,MG-PEDRALVA
40768,2022,Presidente,40541,PEDRAS DE MARIA DA CRUZ,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5194,3983,MG-PEDRAS DE MARIA DA CRUZ
62767,2022,Presidente,49832,PEDRINOPOLIS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2432,1161,MG-PEDRINOPOLIS
46170,2022,Presidente,49859,PEDRO LEOPOLDO,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,37344,17728,MG-PEDRO LEOPOLDO
27765,2022,Presidente,49875,PEDRO TEIXEIRA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,1931,1407,MG-PEDRO TEIXEIRA
47884,2022,Presidente,49891,PEQUERI,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2438,1369,MG-PEQUERI
57087,2022,Presidente,49913,PEQUI,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2879,1375,MG-PEQUI
50758,2022,Presidente,49930,PERDIGAO,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,6301,4350,MG-PERDIGAO
45719,2022,Presidente,49956,PERDIZES,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,9715,4971,MG-PERDIZES
24785,2022,Presidente,49972,PERDOES,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,12812,6303,MG-PERDOES
3435,2022,Presidente,40568,PERIQUITO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4452,2328,MG-PERIQUITO
10423,2022,Presidente,49999,PESCADOR,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2254,1433,MG-PESCADOR
20472,2022,Presidente,49719,PECANHA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,8493,5470,MG-PECANHA
56299,2022,Presidente,50016,PIAU,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2408,1496,MG-PIAU
6263,2022,Presidente,41343,PIEDADE DE CARATINGA,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,5579,2772,MG-PIEDADE DE CARATINGA
42350,2022,Presidente,50032,PIEDADE DE PONTE NOVA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2786,1919,MG-PIEDADE DE PONTE NOVA
8926,2022,Presidente,50059,PIEDADE DO RIO GRANDE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2857,1612,MG-PIEDADE DO RIO GRANDE
53529,2022,Presidente,50075,PIEDADE DOS GERAIS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3567,1763,MG-PIEDADE DOS GERAIS
3723,2022,Presidente,50091,PIMENTA,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,5207,2561,MG-PIMENTA
62833,2022,Presidente,41360,PINGO D'AGUA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3031,1879,MG-PINGO D'AGUA
16733,2022,Presidente,41386,PINTOPOLIS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4095,2932,MG-PINTOPOLIS
2148,2022,Presidente,50113,PIRACEMA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4525,2590,MG-PIRACEMA
61098,2022,Presidente,50130,PIRAJUBA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3240,1734,MG-PIRAJUBA
58791,2022,Presidente,50156,PIRANGA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,8992,5593,MG-PIRANGA
2006,2022,Presidente,50199,PIRANGUINHO,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,5466,2552,MG-PIRANGUINHO
25529,2022,Presidente,50172,PIRANGUCU,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,3552,1906,MG-PIRANGUCU
33760,2022,Presidente,50210,PIRAPETINGA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,7688,4196,MG-PIRAPETINGA
6156,2022,Presidente,50237,PIRAPORA,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,29388,14622,MG-PIRAPORA
22201,2022,Presidente,50253,PIRAUBA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,7243,4158,MG-PIRAUBA
38044,2022,Presidente,50270,PITANGUI,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,16670,9476,MG-PITANGUI
58517,2022,Presidente,50296,PIUMHI,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,18573,10889,MG-PIUMHI
28474,2022,Presidente,50318,PLANURA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5909,2905,MG-PLANURA
9564,2022,Presidente,50377,POCRANE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5371,2762,MG-POCRANE
11174,2022,Presidente,50393,POMPEU,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,17376,9731,MG-POMPEU
43613,2022,Presidente,50415,PONTE NOVA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,34505,22134,MG-PONTE NOVA
2282,2022,Presidente,41408,PONTO CHIQUE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2511,1961,MG-PONTO CHIQUE
48609,2022,Presidente,40584,PONTO DOS VOLANTES,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,6006,4059,MG-PONTO DOS VOLANTES
34267,2022,Presidente,50431,PORTEIRINHA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,22596,14220,MG-PORTEIRINHA
47640,2022,Presidente,50458,PORTO FIRME,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,6616,4288,MG-PORTO FIRME
17933,2022,Presidente,50474,POTE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,7856,4568,MG-POTE
50441,2022,Presidente,50490,POUSO ALEGRE,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,83105,43132,MG-POUSO ALEGRE
26648,2022,Presidente,50512,POUSO ALTO,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,4296,2113,MG-POUSO ALTO
49598,2022,Presidente,50334,POCO FUNDO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,9900,4846,MG-POCO FUNDO
136,2022,Presidente,50350,POCOS DE CALDAS,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,88045,45269,MG-POCOS DE CALDAS
43420,2022,Presidente,50539,PRADOS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5684,3396,MG-PRADOS
42405,2022,Presidente,50555,PRATA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,15744,8323,MG-PRATA
41797,2022,Presidente,50598,PRATINHA,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,2239,1267,MG-PRATINHA
54307,2022,Presidente,50571,PRATAPOLIS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5448,2569,MG-PRATAPOLIS
56186,2022,Presidente,50610,PRESIDENTE BERNARDES,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3973,2673,MG-PRESIDENTE BERNARDES
57240,2022,Presidente,50636,PRESIDENTE JUSCELINO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2567,1700,MG-PRESIDENTE JUSCELINO
56726,2022,Presidente,50652,PRESIDENTE KUBITSCHEK,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2170,1797,MG-PRESIDENTE KUBITSCHEK
1566,2022,Presidente,50679,PRESIDENTE OLEGARIO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,11390,5422,MG-PRESIDENTE OLEGARIO
11624,2022,Presidente,50717,PRUDENTE DE MORAIS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,6359,2993,MG-PRUDENTE DE MORAIS
27500,2022,Presidente,50733,QUARTEL GERAL,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2605,1497,MG-QUARTEL GERAL
25904,2022,Presidente,50750,QUELUZITO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2013,1057,MG-QUELUZITO
2834,2022,Presidente,50776,RAPOSOS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,10574,6145,MG-RAPOSOS
7761,2022,Presidente,50792,RAUL SOARES,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,13110,7645,MG-RAUL SOARES
19876,2022,Presidente,50814,RECREIO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5863,3564,MG-RECREIO
55507,2022,Presidente,41424,REDUTO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4328,2265,MG-REDUTO
43717,2022,Presidente,50830,RESENDE COSTA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,7246,3733,MG-RESENDE COSTA
315,2022,Presidente,50857,RESPLENDOR,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,8786,5284,MG-RESPLENDOR
23464,2022,Presidente,50873,RESSAQUINHA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3427,2047,MG-RESSAQUINHA
7922,2022,Presidente,40606,RIACHINHO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4090,2589,MG-RIACHINHO
40886,2022,Presidente,50890,RIACHO DOS MACHADOS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5393,3755,MG-RIACHO DOS MACHADOS
846,2022,Presidente,50911,RIBEIRAO DAS NEVES,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,165417,81560,MG-RIBEIRAO DAS NEVES
11656,2022,Presidente,50938,RIBEIRAO VERMELHO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2598,1445,MG-RIBEIRAO VERMELHO
42089,2022,Presidente,50954,RIO ACIMA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,6703,3548,MG-RIO ACIMA
7770,2022,Presidente,50970,RIO CASCA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,7533,4817,MG-RIO CASCA
60240,2022,Presidente,51012,RIO DO PRADO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2836,2197,MG-RIO DO PRADO
25350,2022,Presidente,50997,RIO DOCE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,1919,1245,MG-RIO DOCE
32552,2022,Presidente,51039,RIO ESPERA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3953,2372,MG-RIO ESPERA
31834,2022,Presidente,51055,RIO MANSO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3631,1987,MG-RIO MANSO
9396,2022,Presidente,51071,RIO NOVO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5416,3067,MG-RIO NOVO
36094,2022,Presidente,51098,RIO PARANAIBA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,7696,3931,MG-RIO PARANAIBA
45258,2022,Presidente,51110,RIO PARDO DE MINAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,14700,8558,MG-RIO PARDO DE MINAS
56350,2022,Presidente,51136,RIO PIRACICABA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,8941,5215,MG-RIO PIRACICABA
22464,2022,Presidente,51152,RIO POMBA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,10659,5954,MG-RIO POMBA
39726,2022,Presidente,51179,RIO PRETO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4011,2528,MG-RIO PRETO
12186,2022,Presidente,51195,RIO VERMELHO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5920,4018,MG-RIO VERMELHO
49835,2022,Presidente,51217,RITAPOLIS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3496,2125,MG-RITAPOLIS
18069,2022,Presidente,51233,ROCHEDO DE MINAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,1872,907,MG-ROCHEDO DE MINAS
25984,2022,Presidente,51250,RODEIRO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5146,2676,MG-RODEIRO
59635,2022,Presidente,51276,ROMARIA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2514,1592,MG-ROMARIA
19493,2022,Presidente,40622,ROSARIO DA LIMEIRA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3872,2300,MG-ROSARIO DA LIMEIRA
41241,2022,Presidente,51292,RUBELITA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4517,3646,MG-RUBELITA
11176,2022,Presidente,51314,RUBIM,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4626,3257,MG-RUBIM
59040,2022,Presidente,51330,SABARA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,73032,35019,MG-SABARA
57405,2022,Presidente,51357,SABINOPOLIS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,7719,5492,MG-SABINOPOLIS
337,2022,Presidente,51373,SACRAMENTO,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,14841,7628,MG-SACRAMENTO
57063,2022,Presidente,51390,SALINAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,22703,13686,MG-SALINAS
24744,2022,Presidente,51411,SALTO DA DIVISA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3394,2224,MG-SALTO DA DIVISA
48542,2022,Presidente,51438,SANTA BARBARA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,18148,10772,MG-SANTA BARBARA
16778,2022,Presidente,40649,SANTA BARBARA DO LESTE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5329,2611,MG-SANTA BARBARA DO LESTE
60260,2022,Presidente,41440,SANTA BARBARA DO MONTE VERDE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2505,1522,MG-SANTA BARBARA DO MONTE VERDE
10048,2022,Presidente,51454,SANTA BARBARA DO TUGURIO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3328,2437,MG-SANTA BARBARA DO TUGURIO
42889,2022,Presidente,41467,SANTA CRUZ DE MINAS,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,4976,2378,MG-SANTA CRUZ DE MINAS
33764,2022,Presidente,41483,SANTA CRUZ DE SALINAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2792,2226,MG-SANTA CRUZ DE SALINAS
19775,2022,Presidente,51470,SANTA CRUZ DO ESCALVADO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3646,2543,MG-SANTA CRUZ DO ESCALVADO
59281,2022,Presidente,51497,SANTA EFIGENIA DE MINAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2405,1554,MG-SANTA EFIGENIA DE MINAS
22194,2022,Presidente,51519,SANTA FE DE MINAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2367,1744,MG-SANTA FE DE MINAS
6237,2022,Presidente,41505,SANTA HELENA DE MINAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3551,2551,MG-SANTA HELENA DE MINAS
27426,2022,Presidente,51535,SANTA JULIANA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,8171,3944,MG-SANTA JULIANA
47879,2022,Presidente,51551,SANTA LUZIA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,129041,59518,MG-SANTA LUZIA
11251,2022,Presidente,51578,SANTA MARGARIDA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,9871,4784,MG-SANTA MARGARIDA
2763,2022,Presidente,51594,SANTA MARIA DE ITABIRA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,6422,4202,MG-SANTA MARIA DE ITABIRA
46944,2022,Presidente,51616,SANTA MARIA DO SALTO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2835,1703,MG-SANTA MARIA DO SALTO
9298,2022,Presidente,51632,SANTA MARIA DO SUACUI,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,7463,4834,MG-SANTA MARIA DO SUACUI
314,2022,Presidente,51837,SANTA RITA DE CALDAS,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,5444,3104,MG-SANTA RITA DE CALDAS
18609,2022,Presidente,51870,SANTA RITA DE IBITIPOCA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2488,1729,MG-SANTA RITA DE IBITIPOCA
23664,2022,Presidente,51853,SANTA RITA DE JACUTINGA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,3321,2006,MG-SANTA RITA DE JACUTINGA
27447,2022,Presidente,40665,SANTA RITA DE MINAS,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4339,2045,MG-SANTA RITA DE MINAS
14349,2022,Presidente,51896,SANTA RITA DO ITUETO,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,3573,1925,MG-SANTA RITA DO ITUETO
14155,2022,Presidente,51918,SANTA RITA DO SAPUCAI,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,23732,13558,MG-SANTA RITA DO SAPUCAI
8479,2022,Presidente,51934,SANTA ROSA DA SERRA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2333,1238,MG-SANTA ROSA DA SERRA
19571,2022,Presidente,51950,SANTA VITORIA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,12800,7380,MG-SANTA VITORIA
41349,2022,Presidente,51659,SANTANA DA VARGEM,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4720,2407,MG-SANTANA DA VARGEM
32359,2022,Presidente,51675,SANTANA DE CATAGUASES,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2577,1276,MG-SANTANA DE CATAGUASES
53532,2022,Presidente,51691,SANTANA DE PIRAPAMA,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5459,3084,MG-SANTANA DE PIRAPAMA
33189,2022,Presidente,51713,SANTANA DO DESERTO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2650,1692,MG-SANTANA DO DESERTO
61277,2022,Presidente,51730,SANTANA DO GARAMBEU,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,1738,1208,MG-SANTANA DO GARAMBEU
13260,2022,Presidente,51756,SANTANA DO JACARE,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2914,1514,MG-SANTANA DO JACARE
35629,2022,Presidente,51772,SANTANA DO MANHUACU,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,5582,3290,MG-SANTANA DO MANHUACU
6279,2022,Presidente,40681,SANTANA DO PARAISO,SUDESTE,MG,1,JAIR MESSIAS BOLSONARO,17361,9595,MG-SANTANA DO PARAISO
48395,2022,Presidente,51799,SANTANA DO RIACHO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,4163,2544,MG-SANTANA DO RIACHO
23525,2022,Presidente,51810,SANTANA DOS MONTES,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,2865,1685,MG-SANTANA DOS MONTES
44709,2022,Presidente,51977,SANTO ANTONIO DO AMPARO,SUDESTE,MG,1,LUIZ INÁCIO LULA DA SILVA,10409,6774,MG-SANTO ANTONIO DO AMPARO
