,Ano de eleição,Município,UF,Região,Turno,Nome candidato,Cargo,Votos válidos,Votos nominais,Estado_Municipio
12759,2018,MATO GROSSO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1776,1633,PB-MATO GROSSO
16812,2018,MATUREIA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3827,3222,PB-MATUREIA
11638,2018,MOGEIRO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8165,5917,PB-MOGEIRO
5621,2018,MONTADAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3437,2541,PB-MONTADAS
16557,2018,MONTE HOREBE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2767,2429,PB-MONTE HOREBE
12918,2018,MONTEIRO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,18689,14518,PB-MONTEIRO
5891,2018,MULUNGU,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6474,4977,PB-MULUNGU
5220,2018,MAE D'AGUA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2696,2234,PB-MAE D'AGUA
6381,2018,NATUBA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4392,3356,PB-NATUBA
16272,2018,NAZAREZINHO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4862,4395,PB-NAZAREZINHO
7766,2018,NOVA FLORESTA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5741,4443,PB-NOVA FLORESTA
14048,2018,NOVA OLINDA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3478,3041,PB-NOVA OLINDA
9492,2018,NOVA PALMEIRA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2508,2116,PB-NOVA PALMEIRA
395,2018,OLHO D'AGUA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4567,3725,PB-OLHO D'AGUA
15131,2018,OLIVEDOS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2709,2032,PB-OLIVEDOS
8623,2018,OURO VELHO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2089,1697,PB-OURO VELHO
1998,2018,PARARI,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1517,1215,PB-PARARI
5963,2018,PASSAGEM,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1723,1334,PB-PASSAGEM
16862,2018,PATOS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,49000,30556,PB-PATOS
6235,2018,PAULISTA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6973,5014,PB-PAULISTA
6743,2018,PEDRA BRANCA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2634,2059,PB-PEDRA BRANCA
1260,2018,PEDRA LAVRADA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4446,3505,PB-PEDRA LAVRADA
3274,2018,PEDRAS DE FOGO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,16943,11563,PB-PEDRAS DE FOGO
9147,2018,PEDRO REGIS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3139,2254,PB-PEDRO REGIS
12253,2018,PIANCO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8797,6632,PB-PIANCO
12855,2018,PICUI,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,10783,8274,PB-PICUI
7388,2018,PILAR,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,7439,5638,PB-PILAR
5817,2018,PILOES,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4769,3884,PB-PILOES
2273,2018,PILOEZINHOS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3746,3043,PB-PILOEZINHOS
320,2018,PIRPIRITUBA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5395,3961,PB-PIRPIRITUBA
650,2018,PITIMBU,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8547,6165,PB-PITIMBU
12770,2018,POCINHOS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,10009,6501,PB-POCINHOS
8181,2018,POMBAL,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,18095,11228,PB-POMBAL
2424,2018,POCO DANTAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2587,2327,PB-POCO DANTAS
724,2018,POCO DE JOSE DE MOURA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2953,2496,PB-POCO DE JOSE DE MOURA
4271,2018,PRATA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2775,1967,PB-PRATA
2950,2018,PRINCESA ISABEL,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,11325,9595,PB-PRINCESA ISABEL
16316,2018,PUXINANA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8751,5761,PB-PUXINANA
15876,2018,QUEIMADAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,25278,17660,PB-QUEIMADAS
13251,2018,QUIXABA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1532,1054,PB-QUIXABA
9551,2018,REMIGIO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,10279,7943,PB-REMIGIO
16667,2018,RIACHO DE SANTO ANTONIO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1647,1187,PB-RIACHO DE SANTO ANTONIO
8625,2018,RIACHO DOS CAVALOS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5812,4952,PB-RIACHO DOS CAVALOS
9440,2018,RIACHAO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2267,1717,PB-RIACHAO
10932,2018,RIACHAO DO BACAMARTE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3048,2432,PB-RIACHAO DO BACAMARTE
8125,2018,RIACHAO DO POCO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3171,2309,PB-RIACHAO DO POCO
11614,2018,RIO TINTO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,13875,9885,PB-RIO TINTO
5351,2018,SALGADINHO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2012,1624,PB-SALGADINHO
3697,2018,SALGADO DE SAO FELIX,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6956,5114,PB-SALGADO DE SAO FELIX
5322,2018,SANTA CECILIA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4660,3679,PB-SANTA CECILIA
10202,2018,SANTA CRUZ,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4181,3591,PB-SANTA CRUZ
12039,2018,SANTA HELENA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4124,3716,PB-SANTA HELENA
2448,2018,SANTA INES,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2455,2265,PB-SANTA INES
15209,2018,SANTA LUZIA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8254,5736,PB-SANTA LUZIA
465,2018,SANTA RITA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,72544,41667,PB-SANTA RITA
8394,2018,SANTA TERESINHA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3732,2727,PB-SANTA TERESINHA
5945,2018,SANTANA DE MANGUEIRA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3121,2831,PB-SANTANA DE MANGUEIRA
3567,2018,SANTANA DOS GARROTES,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4192,3295,PB-SANTANA DOS GARROTES
15701,2018,SANTO ANDRE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1883,1504,PB-SANTO ANDRE
14925,2018,SAPE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,27087,19016,PB-SAPE
13540,2018,SERRA BRANCA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,7300,5352,PB-SERRA BRANCA
6847,2018,SERRA DA RAIZ,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1845,1308,PB-SERRA DA RAIZ
15956,2018,SERRA GRANDE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2198,1912,PB-SERRA GRANDE
2727,2018,SERRA REDONDA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4788,3728,PB-SERRA REDONDA
2276,2018,SERRARIA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3104,2420,PB-SERRARIA
7618,2018,SERTAOZINHO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3144,2369,PB-SERTAOZINHO
594,2018,SOBRADO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5182,3636,PB-SOBRADO
177,2018,SOLEDADE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,7923,5688,PB-SOLEDADE
2201,2018,SOLANEA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,15055,10862,PB-SOLANEA
4075,2018,SOSSEGO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2312,1996,PB-SOSSEGO
40,2018,SOUSA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,36066,26445,PB-SOUSA
7696,2018,SUME,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,9753,7865,PB-SUME
8646,2018,SAO BENTINHO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2564,2095,PB-SAO BENTINHO
649,2018,SAO BENTO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,17606,9207,PB-SAO BENTO
7281,2018,SAO DOMINGOS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2120,1649,PB-SAO DOMINGOS
16521,2018,SAO DOMINGOS DO CARIRI,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1914,1314,PB-SAO DOMINGOS DO CARIRI
4190,2018,SAO FRANCISCO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2894,2286,PB-SAO FRANCISCO
3192,2018,SAO JOSE DA LAGOA TAPADA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4767,4112,PB-SAO JOSE DA LAGOA TAPADA
286,2018,SAO JOSE DE CAIANA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3290,2865,PB-SAO JOSE DE CAIANA
7710,2018,SAO JOSE DE ESPINHARAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3096,2406,PB-SAO JOSE DE ESPINHARAS
13380,2018,SAO JOSE DE PIRANHAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,11007,9378,PB-SAO JOSE DE PIRANHAS
8069,2018,SAO JOSE DE PRINCESA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2356,2166,PB-SAO JOSE DE PRINCESA
11128,2018,SAO JOSE DO BONFIM,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2686,1950,PB-SAO JOSE DO BONFIM
10485,2018,SAO JOSE DO BREJO DO CRUZ,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1364,1024,PB-SAO JOSE DO BREJO DO CRUZ
8738,2018,SAO JOSE DO SABUGI,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3006,2275,PB-SAO JOSE DO SABUGI
12615,2018,SAO JOSE DOS CORDEIROS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2385,2009,PB-SAO JOSE DOS CORDEIROS
555,2018,SAO JOSE DOS RAMOS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3683,2810,PB-SAO JOSE DOS RAMOS
15619,2018,SAO JOAO DO CARIRI,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2972,2395,PB-SAO JOAO DO CARIRI
1404,2018,SAO JOAO DO RIO DO PEIXE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,10657,9039,PB-SAO JOAO DO RIO DO PEIXE
4425,2018,SAO JOAO DO TIGRE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2726,2283,PB-SAO JOAO DO TIGRE
17080,2018,SAO MAMEDE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4510,3190,PB-SAO MAMEDE
8535,2018,SAO MIGUEL DE TAIPU,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4397,3012,PB-SAO MIGUEL DE TAIPU
16382,2018,SAO SEBASTIAO DE LAGOA DE ROCA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6304,4123,PB-SAO SEBASTIAO DE LAGOA DE ROCA
11201,2018,SAO SEBASTIAO DO UMBUZEIRO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2364,2032,PB-SAO SEBASTIAO DO UMBUZEIRO
3284,2018,SAO VICENTE DO SERIDO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6293,5183,PB-SAO VICENTE DO SERIDO
16757,2018,TACIMA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5001,3939,PB-TACIMA
9727,2018,TAPEROA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,7609,6084,PB-TAPEROA
12060,2018,TAVARES,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8010,7133,PB-TAVARES
13438,2018,TEIXEIRA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8174,6572,PB-TEIXEIRA
1229,2018,TENORIO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1975,1717,PB-TENORIO
10449,2018,TRIUNFO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5058,4507,PB-TRIUNFO
1616,2018,UIRAUNA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8416,7008,PB-UIRAUNA
14493,2018,UMBUZEIRO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4885,3934,PB-UMBUZEIRO
8326,2018,VIEIROPOLIS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3588,3039,PB-VIEIROPOLIS
15019,2018,VISTA SERRANA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1896,1475,PB-VISTA SERRANA
8707,2018,VARZEA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1923,1577,PB-VARZEA
5509,2018,ZABELE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1532,1285,PB-ZABELE
15186,2018,AGUA BRANCA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5653,5080,PB-AGUA BRANCA
11984,2018,ABREU E LIMA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,60980,36019,PE-ABREU E LIMA
6193,2018,AFOGADOS DA INGAZEIRA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,19673,15197,PE-AFOGADOS DA INGAZEIRA
3718,2018,AFRANIO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,11085,8991,PE-AFRANIO
8249,2018,AGRESTINA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,14123,11191,PE-AGRESTINA
7100,2018,ALAGOINHA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8810,7753,PE-ALAGOINHA
17317,2018,ALIANCA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,20147,14987,PE-ALIANCA
192,2018,ALTINHO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,12113,9491,PE-ALTINHO
7431,2018,AMARAJI,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,11486,8427,PE-AMARAJI
8136,2018,ANGELIM,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,6129,4517,PE-ANGELIM
6311,2018,ARARIPINA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,40926,33843,PE-ARARIPINA
16975,2018,ARACOIABA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,11745,8887,PE-ARACOIABA
3853,2018,ARCOVERDE,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,35019,25396,PE-ARCOVERDE
15328,2018,BARRA DE GUABIRABA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,6841,4415,PE-BARRA DE GUABIRABA
7762,2018,BARREIROS,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,20713,14345,PE-BARREIROS
11698,2018,BELO JARDIM,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,40200,27616,PE-BELO JARDIM
9608,2018,BELEM DE MARIA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,6273,4917,PE-BELEM DE MARIA
7166,2018,BELEM DO SAO FRANCISCO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,11287,9946,PE-BELEM DO SAO FRANCISCO
14755,2018,BETANIA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,6278,5770,PE-BETANIA
7428,2018,BEZERROS,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,33982,25082,PE-BEZERROS
11185,2018,BODOCO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,18146,16517,PE-BODOCO
9491,2018,BOM CONSELHO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,23116,18763,PE-BOM CONSELHO
8853,2018,BOM JARDIM,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,21186,16349,PE-BOM JARDIM
8446,2018,BONITO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,21492,14054,PE-BONITO
4289,2018,BREJINHO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,4906,4174,PE-BREJINHO
1001,2018,BREJO DA MADRE DE DEUS,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,22053,15611,PE-BREJO DA MADRE DE DEUS
14616,2018,BREJAO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,6970,5569,PE-BREJAO
12728,2018,BUENOS AIRES,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8109,6516,PE-BUENOS AIRES
16367,2018,BUIQUE,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,25354,22579,PE-BUIQUE
7891,2018,CABO DE SANTO AGOSTINHO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,115722,79320,PE-CABO DE SANTO AGOSTINHO
9076,2018,CABROBO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,16860,14392,PE-CABROBO
9724,2018,CACHOEIRINHA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,11080,8346,PE-CACHOEIRINHA
15348,2018,CAETES,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,13445,12333,PE-CAETES
15015,2018,CALUMBI,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,4694,4270,PE-CALUMBI
2649,2018,CALCADO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,5065,4428,PE-CALCADO
11920,2018,CAMARAGIBE,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,90198,49546,PE-CAMARAGIBE
7237,2018,CAMOCIM DE SAO FELIX,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,10523,7656,PE-CAMOCIM DE SAO FELIX
16810,2018,CAMUTANGA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,5409,3725,PE-CAMUTANGA
16291,2018,CANHOTINHO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,11316,8183,PE-CANHOTINHO
15359,2018,CAPOEIRAS,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,10362,9205,PE-CAPOEIRAS
13950,2018,CARNAUBEIRA DA PENHA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,7773,7402,PE-CARNAUBEIRA DA PENHA
11595,2018,CARNAIBA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,10787,9624,PE-CARNAIBA
11316,2018,CARPINA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,40929,23366,PE-CARPINA
2641,2018,CARUARU,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,168258,90803,PE-CARUARU
14025,2018,CASINHAS,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8626,7251,PE-CASINHAS
17241,2018,CATENDE,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,16978,13088,PE-CATENDE
17200,2018,CEDRO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,6519,5812,PE-CEDRO
12153,2018,CHA DE ALEGRIA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8172,6198,PE-CHA DE ALEGRIA
761,2018,CHA GRANDE,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,12825,9075,PE-CHA GRANDE
9490,2018,CONDADO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,13578,9638,PE-CONDADO
16658,2018,CORRENTES,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8706,7755,PE-CORRENTES
3199,2018,CORTES,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,7543,5651,PE-CORTES
7317,2018,CUMARU,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,9758,7698,PE-CUMARU
15683,2018,CUPIRA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,13460,9441,PE-CUPIRA
15919,2018,CUSTODIA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,19253,17174,PE-CUSTODIA
6054,2018,DORMENTES,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,10794,8858,PE-DORMENTES
1804,2018,ESCADA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,35046,25451,PE-ESCADA
10403,2018,EXU,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,19591,17637,PE-EXU
9186,2018,FEIRA NOVA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,12507,8276,PE-FEIRA NOVA
12622,2018,FERNANDO DE NORONHA,PE,NORDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1531,783,PE-FERNANDO DE NORONHA
953,2018,FERREIROS,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,6880,4955,PE-FERREIROS
8267,2018,FLORES,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,11857,10591,PE-FLORES
3316,2018,FLORESTA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,16697,14692,PE-FLORESTA
88,2018,FREI MIGUELINHO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8968,6818,PE-FREI MIGUELINHO
4407,2018,GAMELEIRA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,10565,7686,PE-GAMELEIRA
6744,2018,GARANHUNS,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,68368,49373,PE-GARANHUNS
13633,2018,GLORIA DO GOITA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,16541,12675,PE-GLORIA DO GOITA
3342,2018,GOIANA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,44844,29874,PE-GOIANA
2228,2018,GRANITO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,4529,4001,PE-GRANITO
7621,2018,GRAVATA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,44905,29444,PE-GRAVATA
7585,2018,IATI,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,9948,8854,PE-IATI
14745,2018,IBIMIRIM,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,13704,12337,PE-IBIMIRIM
15768,2018,IBIRAJUBA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,4597,3780,PE-IBIRAJUBA
15118,2018,IGARASSU,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,61521,40695,PE-IGARASSU
17231,2018,IGUARACY,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,6244,5368,PE-IGUARACY
13417,2018,ILHA DE ITAMARACA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,12823,9129,PE-ILHA DE ITAMARACA
4540,2018,INAJA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,9739,9057,PE-INAJA
3762,2018,INGAZEIRA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,3014,2637,PE-INGAZEIRA
2195,2018,IPOJUCA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,54197,42163,PE-IPOJUCA
4837,2018,IPUBI,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,14716,12493,PE-IPUBI
16469,2018,ITACURUBA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,3028,2737,PE-ITACURUBA
4834,2018,ITAMBE,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,17715,12957,PE-ITAMBE
16215,2018,ITAPETIM,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8538,7053,PE-ITAPETIM
12095,2018,ITAPISSUMA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,13660,10171,PE-ITAPISSUMA
5641,2018,ITAQUITINGA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,9507,7064,PE-ITAQUITINGA
15843,2018,ITAIBA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,12624,11188,PE-ITAIBA
14870,2018,JABOATAO DOS GUARARAPES,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,329529,175911,PE-JABOATAO DOS GUARARAPES
2115,2018,JAQUEIRA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,5817,4348,PE-JAQUEIRA
4207,2018,JATAUBA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,9560,7908,PE-JATAUBA
12332,2018,JATOBA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,7696,6639,PE-JATOBA
3120,2018,JOAQUIM NABUCO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8019,6206,PE-JOAQUIM NABUCO
5497,2018,JOAO ALFREDO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,15982,12483,PE-JOAO ALFREDO
3125,2018,JUCATI,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,6889,6003,PE-JUCATI
12524,2018,JUPI,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8596,7285,PE-JUPI
4168,2018,JUREMA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,7956,6347,PE-JUREMA
11264,2018,LAGOA DE ITAENGA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,12504,8089,PE-LAGOA DE ITAENGA
16040,2018,LAGOA DO CARRO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,10276,7198,PE-LAGOA DO CARRO
13563,2018,LAGOA DO OURO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,7691,6763,PE-LAGOA DO OURO
12105,2018,LAGOA DOS GATOS,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,7849,6491,PE-LAGOA DOS GATOS
2405,2018,LAGOA GRANDE,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,13346,11096,PE-LAGOA GRANDE
5981,2018,LAJEDO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,20428,13750,PE-LAJEDO
9394,2018,LIMOEIRO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,32994,23724,PE-LIMOEIRO
8537,2018,MACAPARANA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,13197,8934,PE-MACAPARANA
1335,2018,MACHADOS,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,7353,5892,PE-MACHADOS
7094,2018,MANARI,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8978,8297,PE-MANARI
7689,2018,MARAIAL,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,5396,4190,PE-MARAIAL
6867,2018,MIRANDIBA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8337,7095,PE-MIRANDIBA
5853,2018,MOREILANDIA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,6653,6120,PE-MOREILANDIA
12637,2018,MORENO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,34369,23323,PE-MORENO
16641,2018,NAZARE DA MATA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,18598,11693,PE-NAZARE DA MATA
1669,2018,OLINDA,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,226185,127824,PE-OLINDA
15918,2018,OROBO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,12405,10036,PE-OROBO
3017,2018,OROCO,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,8107,6669,PE-OROCO
6156,2018,OURICURI,PE,NORDESTE,2,FERNANDO HADDAD,Presidente,32823,29138,PE-OURICURI
